posts,angry,fear,happy,neutral,sad,surprise
今天看到一只小猫咪蜷缩在角落，它好像很喜欢安静，跟我一样。心情突然变得柔软。动物的存在，真是治愈了我的一天。,0.0,0.0,1.0,0.0,0.0,0.0
坐在窗前，阳光透过玻璃洒进来，感觉整个世界都变得温暖了。是不是这种安静的时光最适合静下心来做自己喜欢的事情？,0.0,0.0,0.91,0.14,0.0,0.0
最近发现了一个小店，卖的手工首饰好漂亮，每一件都像是有故事。好想拥有一件属于自己的，感觉那是个心灵的触碰。,0.08,0.0,0.95,0.0,0.0,0.09
刚刚做了一张画，画的其实是自己心里想象的风景。每次涂色的时候，心里都会有一种无法言喻的满足感。画画，真是我放松的方式。,0.0,0.0,0.97,0.0,0.0,0.0
走在雨中的时候，突然觉得雨滴好像在跟我讲故事。每一滴都那么独特，像是记录了些什么。虽然湿漉漉的，但我好像不在乎了。,0.11,0.0,0.64,0.0,0.28,0.0
昨天听了首新的钢琴曲，旋律悠扬，突然觉得心情轻松了不少。音乐真的是治愈良药，能带走所有的不愉快。,0.0,0.0,0.96,0.08,0.0,0.0
去了趟书店，随手翻开一本诗集，那一刻，仿佛进入了另一个世界。纸上的文字，简简单单，却能触动心灵。真喜欢这种安静的时光。,0.0,0.0,1.0,0.0,0.0,0.06
今天下班后，去了附近的公园走了走，发现一片被忽视的小花田，默默地在角落里盛开。每朵花都那么美，它们告诉我：平凡的地方，也有惊喜。,0.0,0.0,0.88,0.0,0.0,0.14
很久没有这么安静地坐下来想事情了。感觉今天的我，好像突然有些豁然开朗。也许，有时候我们需要给自己一点时间去整理思绪。,0.06,0.0,0.55,0.15,0.28,0.06
刚做了个梦，梦里我在森林里漫步，身边有温暖的阳光和微风。醒来后，我好像还在那个梦里，心里依然充满宁静。,0.0,0.0,0.79,0.18,0.08,0.0
最近开始尝试自制小甜点，虽然不太完美，但每次做出来都充满成就感。偶尔的小手艺，带来的满足感，真的超赞。,0.0,0.0,1.0,0.0,0.0,0.0
一个人坐在咖啡厅，点了一杯拿铁，静静地看着窗外的景色。周围的喧嚣似乎与我无关，只剩下我与这杯咖啡的默契。,0.0,0.0,0.43,0.34,0.25,0.07
今天的阳光真的好美，像是温暖的拥抱，包围着我。忍不住想去散步，去感受这种宁静的美好。,0.0,0.0,1.0,0.0,0.0,0.0
想起去年夏天，那时我在海边呆了好久。大海的声音，一直在耳边回荡，带着一份平和。真希望能够再去一次。,0.0,0.0,0.89,0.06,0.1,0.0
这几天心情有点低落，但是今天在街头看到了一只老旧的店铺，竟然卖着很多我小时候喜欢的玩具。那一刻，突然有种暖暖的感动。,0.0,0.0,0.88,0.0,0.0,0.14
早晨的第一缕阳光穿透窗帘，洒在床头，带来一天的希望。每个清晨，都是新的开始，虽然我还是懒得起床，但心情已经变得很不错了。,0.06,0.0,1.0,0.0,0.0,0.0
一个人静静地走在街头，偶尔回头看，发现这个世界突然变得安静起来。我好像更能感受到自己的存在，享受这一份宁静。,0.0,0.0,0.85,0.09,0.0,0.09
今天做了一个很简单的决定，决定开始每天花十分钟画画。生活可以很简单，但每一小步的努力，都会让我感到满足。,0.0,0.0,0.86,0.1,0.0,0.0
今天在超市看到了小时候常吃的零食，买了一包尝了尝，味道还是那个熟悉的味道。好像又回到了那个无忧无虑的时光。,0.0,0.0,0.88,0.0,0.19,0.0
最近晚上经常去散步，看着天上的星星。它们好像在默默守护着我，心里有种莫名的安心感。,0.0,0.0,1.0,0.0,0.0,0.0
今天做了一个决定，开始尝试写写日记。每次把自己的感受记录下来，都能让我更好地理解自己。,0.0,0.0,0.8,0.17,0.06,0.0
最近总是喜欢在夜晚看书，黑暗中只剩下书页的声音。书中的世界，安静又美好，带我走进了另一个世界。,0.0,0.0,0.83,0.1,0.13,0.0
去了一个小展览，看到了很多美丽的作品。那些艺术品带给我一种深深的震撼，真的是让我觉得，生活中还有很多未被发现的美。,0.0,0.06,0.82,0.11,0.0,0.09
坐在公园长椅上，看着远处的风景，忽然觉得生活充满了无限的可能。或许，我也可以像这片绿树一样，活得自在。,0.0,0.0,0.94,0.05,0.0,0.0
昨天和朋友去郊游了，虽然只是在附近的山上走了一圈，但心情却非常愉悦。大自然的力量，真的很治愈。,0.0,0.0,1.0,0.0,0.0,0.0
每次走到书店，看到那些琳琅满目的书籍，总是让我心生向往。读书，是我与世界对话的方式。,0.0,0.0,0.88,0.18,0.0,0.0
今天做了一张抽象画，虽然没有任何意义，但自己看了心里特别舒服。或许，这就是艺术的魅力吧，让人感受到自由。,0.0,0.0,0.99,0.13,0.0,0.0
最近迷上了手工艺，试着自己做了一些小饰品。虽然做得不完美，但每次完成后都会有一种成就感。自己动手做，真好。,0.0,0.0,1.0,0.0,0.0,0.0
喜欢在下午的阳光下看书，那是一天中最安静的时光。温暖的阳光洒在书页上，整个世界都变得柔和起来。,0.0,0.0,0.99,0.1,0.0,0.0
最近一直在想，生活中其实有很多不需要太多言语的美好。比如，安静的晨曦，温暖的微风，这些都让我觉得很满足。,0.0,0.0,0.92,0.0,0.0,0.0
今天试着去做了一个自己从未尝试过的手工艺品，虽然有点失败，但过程真的是很有趣。或许，生活就是要尝试这些新的事情。,0.0,0.0,0.95,0.0,0.0,0.0
今天去了一家新开的咖啡店，店里的装潢别致，气氛也很安静。喝着咖啡，听着轻柔的音乐，感觉时间都慢了下来。,0.0,0.0,0.64,0.3,0.16,0.06
最近在练瑜伽，虽然动作做得还不完美，但每次练完之后，身体和心灵都会感到非常放松。,0.0,0.0,0.74,0.31,0.06,0.0
又开始自己种花了，这次种的是一些简单的小植物。看着它们一点点长大，真的很开心，感觉自己也变得更有耐心了。,0.0,0.0,1.0,0.0,0.08,0.0
有时候一个简单的下午茶，就能让我心情变好。泡上一杯茶，吃点小点心，感受片刻的宁静，这种时光真的很珍贵。,0.0,0.0,1.0,0.07,0.0,0.0
每次在家里弹尤克里里，都觉得特别治愈。音乐的力量，真的能让人放松下来，忘记烦恼。,0.0,0.0,1.0,0.09,0.0,0.0
这几天感到有点疲惫，但今天去跑步了一会儿，突然觉得所有的疲劳都没有了。运动，真的是一个很好释放压力的方式。,0.0,0.0,0.87,0.14,0.1,0.0
晚上的夜空特别美，星星闪烁着，好像在向我招手。我也在默默对它们说着心里话，仿佛世界只剩下我和星空。,0.06,0.0,0.91,0.05,0.15,0.0
最近觉得自己越来越能感受到大自然的魅力。比如那片蔚蓝的天空，和微风拂过的感觉，总能让我感到安心。,0.0,0.0,0.99,0.08,0.0,0.0
喜欢在清晨走在街头，周围人都还在沉睡，一切都那么安静，只有自己的步伐在响。那种感觉，真的很舒服。,0.0,0.0,1.0,0.07,0.0,0.0
今天听了一首非常治愈的歌曲，歌词简单却很有力量。每次听这首歌，都能让我忘记烦恼，感觉整个人都轻松了。,0.0,0.0,0.96,0.09,0.0,0.0
看着窗外的雨滴，心情突然变得很平静。雨天，总是能让我放慢脚步，去感受那些平凡的美好。,0.0,0.0,0.84,0.06,0.1,0.0
