posts,angry,fear,happy,neutral,sad,surprise
今天的天气好适合穿新衣，走出去就能把所有目光都吸引过来！生活嘛，就是要这么自信！#新衣上身 #自信满满,0.0,0.0,1.0,0.0,0.0,0.0
一站上舞台，所有疲惫都消失了！真是爽到爆！每一场演出都像是给我加满了电！#舞台王者 #电力全开,0.0,0.0,0.96,0.0,0.0,0.1
照片拍了十几张，精修图还得再看几遍，完美度不够我怎么放心！不过还是很满意这次的成品！#拍照达人 #精修要求高,0.0,0.0,0.83,0.09,0.08,0.06
你们还在等什么，赶紧给我安排上演唱会吧！这生活就是要不停地刺激，不停地燃烧！#演唱会来临 #燃烧吧青春,0.0,0.0,0.87,0.0,0.0,0.0
七仙女、北斗七星、葫芦娃你们说我是不是搞错了什么？！不过，我偏爱自己的选择，谁不想当个独立王者！#不走寻常路 #选择自己的路,0.15,0.0,0.53,0.16,0.0,0.11
哭了！这张照片承载了太多回忆，每一次快门背后都有故事。真的，人生值得用心记录！#照片里的故事 #情感流淌,0.0,0.0,0.89,0.0,0.22,0.0
没有什么比团聚更温暖了。无论多少年过去，朋友就是那个能在任何时刻让你感受到家的存在的人！#友情长存 #团聚时刻,0.0,0.0,0.99,0.0,0.0,0.0
又搞砸了！怎么能这样混乱呢？不过，这也不妨碍我继续享受每一刻的精彩！#生活不完美 #也得继续走,0.41,0.0,0.42,0.0,0.25,0.06
有时候看到那些精心策划的宣传，我真觉得是炒冷饭的节奏。能不能给点新鲜感？#商业套路 #换个角度,0.48,0.0,0.13,0.23,0.07,0.1
每天的目标就是：尽可能活得开心！昨天在聚会里笑到肚子疼，这就是我想要的生活！#开怀大笑 #生活乐趣,0.08,0.0,1.0,0.0,0.0,0.0
来，给我最热的特权码！没有这种感觉的生活太无聊了，活动开始了我就等着被宠爱！#特权生活 #我就是要最好,0.16,0.0,0.83,0.0,0.0,0.0
感觉自己的嗓子都快喊到破了！跟着演唱会一起high起来，不能停！#现场激情 #不容错过,0.0,0.0,0.86,0.0,0.0,0.0
就算所有人都在忙着别人事情，我也会坚持自己要做的事！那是我的节奏，别人追不上！#做自己的节奏 #不随大流,0.12,0.0,0.78,0.1,0.0,0.0
看着这些粉丝背后的付出，真的是超感动。每一个努力背后都有他们的故事！#粉丝力量 #热爱无止境,0.0,0.05,0.97,0.0,0.0,0.0
好吧，偶尔也会有一些小失误，演唱会的时候我也会紧张。但这才是真正的我！#紧张也是人性 #展现真我,0.0,0.1,0.81,0.1,0.06,0.07
