posts,angry,fear,happy,neutral,sad,surprise
今天天气变化太快了吧！刚才还是大晴天，没带伞，结果现在暴风雨倾盆而下，赶紧加班能躲开雨就好。#命运捉弄,0.3,0.12,0.1,0.13,0.43,0.0
陕西历史博物馆，真是太难预约了。每次点击都提示人多，几秒钟就没了票。小时候我去还是下雨天，随便走走就进了，现在这么难抢吗？,0.48,0.14,0.0,0.07,0.3,0.18
早上的地铁简直是一场灾难。前面那个男的味道太惊人了，真的是生化武器级别的臭味，离他两米我也差点晕倒。#活久见,0.15,0.3,0.0,0.0,0.2,0.28
下午决定去西安，晚上票、车票、妆造都安排好，效率爆表！这就是执行力！#西安行,0.0,0.0,0.89,0.0,0.0,0.06
西安的姐妹们！谁知道哪里有靠谱的妆造和跟拍？我看得眼花了，帮帮我！#求推荐,0.0,0.07,0.39,0.15,0.1,0.25
今天报个名，结果一直显示报名信息提交中。系统错误我都快疯了！#现代技术的弊端,0.7,0.0,0.0,0.0,0.06,0.21
为什么蚊子总是偏爱关节？我从来没见过蚊子叮脖子，难道它们也是个吃货，选择最佳位置？,0.32,0.0,0.0,0.24,0.0,0.43
领导今天又生气了，没做什么错事啊，但看起来就是不高兴，感觉这地方气氛有点重。#办公室烦事,0.89,0.0,0.0,0.08,0.2,0.0
今天早上吃了益生菌，结果肚子疼得像要爆炸，感觉像是地铁上就要晕倒了，真是受不了了。#肚子暴动,0.31,0.2,0.0,0.0,0.59,0.0
昨天看《调音师》，你们居然能遇到调音师也是电工！我笑死了，这不就是走错行了吗？,0.27,0.0,0.16,0.0,0.0,0.69
小童的“野”的T恤我看上了，颜色纠结了一下，结果一看竟然S码全部断货，十分钟就抢光了？这也太夸张了吧！#购物疯,0.17,0.05,0.34,0.0,0.0,0.57
网络上的趋势真奇怪，胸部被称为“雷”？什么鬼！这种词太low了，连个尊重都没有。#不懂的事别说,0.66,0.12,0.0,0.08,0.0,0.28
我觉得你们有点暧昧了……只有谈恋爱的人才会用这种方式摸大腿吧？#自带剧情,0.15,0.08,0.16,0.27,0.12,0.33
昨天帮[name]洗猫砂盆，结果它尿液喷到了地板上，气味真的是，消毒液用了好久才去掉。#宠物日常,0.33,0.13,0.0,0.07,0.29,0.2
魔法世界的魁地奇怎么锻炼肌肉的？是飞行也要锻炼嘛？还是每次撞击球要去健身？#逻辑问题,0.18,0.0,0.05,0.32,0.0,0.42
看了十个勤天的演唱会，抢票难得要死，这体量都能把票抢光，粉丝真多！#抢票挑战,0.08,0.1,0.51,0.08,0.14,0.14
一回家看到明天还要上班，我的活力瞬间都消失了，啥都不想做了。#上班是噩梦,0.17,0.15,0.0,0.0,0.68,0.0
今天去食品街吃灌肠，太原夜市真的是太火了，全是人！居然还排队吃，太神奇了！#食欲爆棚,0.0,0.09,0.45,0.0,0.0,0.56
看了一会小红书，学会了怎么贴双眼皮，现在眼睛都亮了，变漂亮了！#生活小技巧,0.0,0.0,0.81,0.13,0.12,0.08
这工作节奏真快！昨天刚入职，今天就做完写方案、开技术交流会，还要做标书，真是压力山大。#加班生活,0.37,0.05,0.1,0.0,0.35,0.0
今天被约去做直播，结果发现网络连不上，直播延迟三十秒还卡死。#科技不靠谱,0.53,0.09,0.0,0.0,0.26,0.21
