posts,angry,fear,happy,neutral,sad,surprise
好像每次想吃东西都要先和自己开个会，讨论是不是健康、是不是“该吃” 😔 为什么食物就不能只是食物呢？,0.19,0.0,0.11,0.25,0.3,0.27
今天做了超好吃的煎饼，但是竟然不想吃了？可能是心情不太对吧……想吃的时候总是有点烦躁，吃了又觉得有点后悔。,0.09,0.0,0.0,0.0,0.77,0.28
我又开始焦虑了——这次居然是因为忘记带水杯了。心里的小小混乱感，真是越小事越能让人崩溃呢。🤦‍♀️,0.31,0.13,0.0,0.0,0.44,0.25
不知道为啥，一到晚上就特别想喝冷饮，然后明知道会感冒，还是忍不住。是我的人生在反向挑战我吗？🙃,0.31,0.07,0.0,0.07,0.49,0.15
我的饮食方式就是“今天吃好，明天不想吃”。可这不科学吧？谁能告诉我为什么每顿都像是“最后的晚餐”？,0.31,0.0,0.0,0.14,0.12,0.36
这个世界太快，连吃个饭都要和自己斗智斗勇……想吃啥就吃啥吧，反正明天又是新的一天。🥲,0.17,0.06,0.37,0.13,0.29,0.0
今天吃了个超好吃的巧克力，居然没让我开心一整天！是不是我的幸福感被巧克力的糖分给耗尽了？💔,0.1,0.0,0.36,0.0,0.26,0.44
做了好多甜点，结果竟然连一口都不想吃了？心情不对，食欲也没了，谁能给我开个“食欲修复课程”？🍰,0.49,0.0,0.0,0.0,0.37,0.3
我其实一直觉得食物就像感情，一旦吃到的食物不对味，整个人都会觉得空虚。好像生活也有点失去了滋味。💔,0.08,0.0,0.0,0.07,0.91,0.0
最近的生活就是：做饭→放在冰箱→忘记吃→又饿又懒……如果能有一个随叫随到的外卖小哥就好了。🥡,0.06,0.0,0.28,0.14,0.53,0.0
今天看到一碗拉面，瞬间心情好了，吃下去的每一口都像是吃下了幸福。拉面，你就是我的治疗师！🍜,0.0,0.0,0.99,0.0,0.0,0.05
我很喜欢一天吃三顿饭，结果最近却成了“一顿饭吃好，剩下的只喝水”的人。太丧了，变得越来越不爱生活。🥴,0.24,0.0,0.0,0.0,0.81,0.0
说实话，今天吃的饭有点恶心，想着“怎么不让我吃掉这份烤鸡腿”就想吐。但你知道吗？我还是给它吃完了。🤢,0.3,0.12,0.0,0.08,0.47,0.08
做了一锅牛肉面，结果吃一口就哭了。情绪总是和食物挂钩，是不是我太容易触动自己脆弱的点了？😭,0.11,0.06,0.0,0.1,0.94,0.0
中午吃了个三明治，下午脑袋就开始发懵。是不是食物带给我的不仅仅是满足，还有无尽的内疚？🥪,0.07,0.12,0.0,0.0,0.73,0.14
最近经常对着食物发呆，感觉心里不再充满热情，甚至连吃饭都成了“任务”。我到底怎么了？🥺,0.17,0.09,0.0,0.08,0.65,0.28
不知道为什么，最近特别喜欢喝冷饮，但总感觉自己像个傻子，明知道会生病还要继续。说不定我本来就爱自虐。🥶,0.26,0.1,0.0,0.07,0.71,0.0
突然想吃米饭，却没有动力去做。甚至连吃饭这种最简单的事都需要鼓起勇气。难道我真的是失去了动力吗？🍚,0.06,0.0,0.0,0.0,0.82,0.19
今天去买了个冰激凌，结果站在冰柜前愣了好久。真是，自己都不清楚到底是想要甜的还是咸的了。🍦,0.12,0.13,0.0,0.09,0.6,0.28
一次做饭做多了，不想浪费，又强迫自己吃完。可当那一口饭下肚，我忽然不想吃了，感觉好像对自己的身体下了禁令。🤯,0.17,0.0,0.0,0.08,0.58,0.0
又开始疯狂吃东西了，吃到连胃都开始抗议。好像我有一种“饱了就停”的能力，吃着吃着就开始怀疑人生。🥳,0.38,0.17,0.06,0.07,0.34,0.12
其实我特别喜欢烤地瓜，但就是觉得吃了以后没意思。每次想吃，都会想：“吃了它，下一顿又得饿肚子了。”🍠,0.08,0.0,0.0,0.16,0.79,0.0
谁能告诉我，为什么每次试图减肥都会忍不住偷吃点零食？是我没有自控力，还是食物真的太吸引我了？🍫,0.17,0.0,0.0,0.08,0.32,0.46
最近吃得特别少，但身体总是觉得很虚弱。是我该好好补补，还是继续这样自虐？真希望自己能早点恢复正常。🥱,0.18,0.1,0.11,0.0,0.77,0.0
早上吃了一碗面，下午就开始后悔。总感觉自己吃得太多，明明不是饿，可却忍不住想吃，真的是太奇怪了。🍜,0.0,0.16,0.0,0.08,0.61,0.28
自己在家做饭，吃得超开心，但吃着吃着又开始觉得自己好像在做不必要的事情。有没有人和我一样？🍲,0.08,0.0,0.12,0.07,0.63,0.2
今天吃了一些好吃的零食，结果却无端端情绪低落。可能这就是我不敢享受美好的一部分吧——不敢太开心。🍪,0.07,0.06,0.0,0.0,0.83,0.0
每次感觉自己不饿了，可一看到桌上的食物就忍不住吃一口，结果把自己吃撑了……真是又爱又恨食物啊。🍽️,0.3,0.0,0.0,0.0,0.74,0.0
昨天做了很多好吃的，结果自己吃了一半就不想吃了。明明做得很好吃，怎么就不对味了呢？😩,0.22,0.0,0.0,0.12,0.61,0.27
我是不是有点不正常？每次吃到喜欢的东西时，总是内心有一种愧疚感。怎么可能因为吃得开心而感到内疚？🥺,0.0,0.09,0.0,0.0,0.82,0.13
每次站在冰箱前，看到里面的食物，都觉得“这真的是我想吃的”，然后一吃又觉得不对味，情绪波动太大了。🫣,0.19,0.0,0.0,0.09,0.58,0.18
真的好想吃炸鸡，可是今天又想健身。到底是吃炸鸡，还是去跑步？那种决定困难症真的是困扰我好多年。🍗,0.0,0.0,0.0,0.0,0.89,0.11
发现自己最近很喜欢吃酸的东西，尤其是柠檬。我是不是突然变得特别有酸劲了？🍋,0.11,0.0,0.36,0.16,0.4,0.22
吃饭是一件奇怪的事，不知道为什么，每次吃得很开心后，总是觉得自己应该感到内疚。又开始焦虑了。😓,0.09,0.16,0.0,0.0,0.85,0.13
一整天只吃了个酸奶，晚上却能吃掉一大碗炒饭。感觉生活怎么就这么随意呢？希望自己有点规律吧。🍚,0.13,0.0,0.26,0.09,0.45,0.18
朋友请我吃饭，竟然选了家我最讨厌的餐厅。人际关系真复杂，但我还是去了，因为不想显得太挑剔。🤐,0.37,0.0,0.1,0.0,0.39,0.25
今天偷吃了一点点零食，结果晚上一整夜都不安宁。为什么我一吃零食就要和自己过不去呢？🥲,0.48,0.0,0.0,0.06,0.49,0.13
吃了一颗糖，结果开始心情特别不好。感觉糖果给了我短暂的甜蜜，但却带来了长时间的空虚感。🍬,0.1,0.0,0.0,0.1,0.87,0.0
每次想尝试新口味的时候，都担心自己不喜欢，结果每次还是会冒险一试。说到底，我是个怕变化的人吧。🍣,0.0,0.19,0.06,0.16,0.55,0.0
每次看着冰箱里的食物，想的是“明天吃”，可是明天的我怎么也不会想吃了。是不是我对食物的期待有点过头了？🥗,0.08,0.05,0.0,0.0,0.82,0.12
最近没什么胃口，总是觉得一切都很无趣。是不是我过度依赖食物给自己带来的安慰？😭,0.13,0.06,0.0,0.11,0.81,0.0
每次想给自己做个健康早餐，结果最后都变成了外卖。生活中的小小懒散，竟然可以让我轻松放弃很多好习惯。🍳,0.0,0.0,0.59,0.0,0.18,0.32
每当吃到自己喜欢的食物时，我就会觉得自己好像“得到了幸福”。这种直接的满足感让我有些迷惑。🍔,0.0,0.05,0.52,0.15,0.1,0.23
还记得上次做的蛋糕，结果吃了一口就觉得它不像想象中的那么好吃。这种错觉，谁能帮我理解一下？🍰,0.17,0.0,0.0,0.15,0.37,0.35
最近突然对甜食产生了强烈的渴望，但又觉得它们带给我的只有空虚感。就像我在生活中追求的许多东西一样。🍩,0.05,0.05,0.18,0.16,0.58,0.0
今天忍住了不吃零食，给自己点了个沙拉，结果才吃了一口就开始后悔了。难道我真的是个挑食怪？🥗,0.15,0.05,0.0,0.08,0.5,0.29
有时候食物成了生活中唯一让我感到确定的东西。无论开心还是难过，食物总是如影随形。🍕,0.05,0.0,0.27,0.15,0.61,0.07
每次吃完大餐都想，“再吃一次就好了”，但又怕自己变胖。生活中的选择似乎总是那么复杂，吃和不吃。🥘,0.0,0.19,0.0,0.19,0.67,0.1
做饭时，总会不自觉地加点自己喜欢的材料，结果每道菜都成了“我自己”的味道。生活，原来就是这样小心翼翼的选择。🍳,0.0,0.0,0.77,0.0,0.14,0.15
其实食物的本质是简单的，但总是因为情绪而变得复杂。或许我们应该放轻松，享受当下的味道。🍜,0.0,0.0,0.54,0.42,0.19,0.07
