posts,angry,fear,happy,neutral,sad,surprise
今天又想起了以前喜欢的小玩意儿。想象自己活在那个世界，突然觉得，哇，原来我一直都在追寻一种“不现实”的美好。也许这就是活得真实的魅力吧～,0.0,0.0,0.97,0.0,0.0,0.14
最近很爱做梦，甚至开始做一些奇怪的计划。你说，生活是不是本该这样充满未知、冒险和心跳？,0.12,0.1,0.3,0.19,0.17,0.24
昨天看到一对老夫妻手牵手走在街上，心里突然涌上一股莫名的情绪。谁说年龄不能是浪漫的最好证明呢？,0.08,0.0,0.21,0.12,0.4,0.22
一直以来都觉得，真正的勇气，是敢于在生活中做出小小的不一样，而不是那些让人惊叹的大动作。好像每一份“普通”也有它的伟大。,0.0,0.0,0.87,0.08,0.0,0.07
自从开始学做饭，我的厨房就成了实验室。每次尝试新菜式，结果总是比预想的要有趣！今天失败了，但明天还会再试一次～,0.0,0.0,0.99,0.0,0.0,0.0
生活很有趣，为什么我们总是急着走向未来，反而忽略了眼前的美好呢？说不定，最重要的东西就在身边，等我们去发现。,0.0,0.0,0.86,0.0,0.06,0.1
为什么我每次打开新剧，都会莫名其妙陷入角色的世界？也许这就是“逃避现实”的魔力，想要找个地方暂时“溶解”自己。,0.05,0.12,0.0,0.23,0.49,0.2
今天偶然回顾了一下曾经写的日记，觉得自己好像变了很多，但又不变。奇怪的感觉，像是同时背负着过去和未来的自己。,0.0,0.11,0.0,0.14,0.43,0.34
又一次被某个美丽的星空打动了。感觉我们总是忘记看星星。其实，生活中很多瞬间就像是天空中的闪烁星光，照亮我们的心。,0.0,0.0,0.97,0.0,0.07,0.06
总是在想，若我们每个人都能像孩子一样保持一颗纯真的心，是否世界会更加温暖呢？生活中的小确幸，才是最大的幸福。,0.07,0.0,0.9,0.0,0.0,0.0
每次和朋友们讨论未来的理想，我都发现我们的梦想五花八门。有些很实际，有些很疯狂，但最美的部分就是那些敢于梦想的勇气。,0.0,0.0,0.96,0.0,0.0,0.0
其实，有时候我们只是需要一个小小的突破，去改变一切的格局。生活不一定要轰轰烈烈，但偶尔也可以迎接一些“意外”的惊喜。,0.0,0.0,0.89,0.1,0.0,0.07
自己也有过很多不安的时刻，但现在才明白，人生本就是一场不断自我探索的旅程。每一段迷茫的经历，都成就了我们更强大的自己。,0.0,0.0,0.9,0.0,0.0,0.0
刚刚从社交媒体上看到某个博主分享她的旅行故事，顿时有一种迫不及待想去探索新地方的冲动。为什么我们总是对未知的世界心生渴望？,0.11,0.0,0.37,0.1,0.05,0.28
发现最近很喜欢用不一样的视角看待生活。比如，站在高处看城市，或者蹲下来欣赏花草。每个角度，都是另一个全新的世界。,0.0,0.0,0.85,0.15,0.0,0.15
有时候，似乎我们都在追逐某种“完美”的生活。但谁说平凡就不美？也许最美的风景，就是我们身边那些微小而真实的瞬间。,0.0,0.0,0.68,0.22,0.11,0.12
