posts,angry,fear,happy,neutral,sad,surprise
我又悄悄回来了！不过这次要暂停一下更新，人生总是有点小波动的，放心，我不会消失的！大家可别忘了我呀🤭✨,0.0,0.0,0.8,0.1,0.15,0.0
以前我们是不是都说“cp粉儿”这种词，结果现在变成公嬷双休了。真的是时光飞逝，连追星也跟着变了！,0.21,0.0,0.12,0.09,0.42,0.3
#gallaghercest# 哎呀这章终于更新了，虽然又觉得写得不太好，但总算有更新了！希望你们喜欢，改了好多次才敢发~,0.0,0.0,1.0,0.0,0.0,0.0
昨天其实就该发的，可是觉得自己写得不够好，今天重写了一遍……依然觉得不完美，但你们说是不是有点意思？,0.2,0.0,0.05,0.08,0.67,0.09
生活太忙了！这几天的行程简直是拉练赛：演唱会、迪士尼、美剧演出，快累死我了。最开心的还是小美的应援手环到了！💖,0.09,0.0,0.95,0.0,0.08,0.0
唉，刚才突然意识到两天就这么过去了，感觉像在做梦一样。#山羊皮# 这次的演出真的太美了，脑袋还晕乎乎的！,0.12,0.06,0.53,0.0,0.32,0.17
真是感谢大家的交换无料，看到那个票根我差点以为是山羊皮的，结果一看竟然是大卫鲍伊！哈哈，真是幸运爆棚！🎟️,0.0,0.0,0.95,0.0,0.0,0.16
今日妆容有点惊艳，觉得自己快要焊在脸上了！上海的天气也很给力，安叔的状态也很棒，一切都完美。🌟,0.08,0.0,1.0,0.0,0.0,0.0
老公投喂的东西我超级喜欢！得瑟一下，反正全是我的，谁还敢抢！@真的不晓得叫啥了，亲亲抱抱举高高~,0.12,0.0,0.88,0.0,0.0,0.07
朋友们帮我看看，我的山羊皮战袍搭配是不是可以？项链和化妆师都准备好了，妆面是应援色，配合黄色的耳环，气场满满！💛,0.0,0.0,0.83,0.17,0.0,0.14
#gallaghercest# 这章写得有点慢，但祝老头生日快乐！昨天没来得及写，今天补上。感觉liam就像植物大战僵尸里的吃人花~🌻,0.0,0.0,0.91,0.14,0.0,0.0
写文真爽！没人催稿的感觉真是太舒服了，评论随便给我写点啥，我都能开心好久，哈哈，放个芭比爹图先！😉,0.07,0.0,1.0,0.0,0.0,0.0
就是喜欢这哥俩啊，毫不犹豫买了白的蓝的都要。今天的消费又创新高，生活真是毫不手软！（摔倒地上撒泼）😅,0.13,0.0,0.91,0.0,0.0,0.0
你们也有这样的感觉吗？看了魔法觉醒，突然就有种失落感，为什么我感觉像掉进了一个空洞？是不是脑袋不清醒了？😂,0.19,0.13,0.0,0.1,0.49,0.32
今天陪妹妹过生日，又去吃了海底捞。尽管有点过量，但这次他们居然还会唱歌！不过我点的那个巧克力脚真是太难吃了...🤣,0.09,0.0,0.23,0.0,0.52,0.29
#守望先锋##漫威争锋# 想起去年夏天的游戏时光，真的好怀念啊。是的，是人，不是游戏，是我们共同的记忆~,0.0,0.0,0.56,0.0,0.5,0.0
#gallaghercest# 这章更新迟了，大家多等一等！不过为了安慰大家，先发个芭比爹来吸引注意力，希望大家喜欢呀！💖,0.0,0.0,0.81,0.15,0.05,0.0
哈！竟然有人在演唱会第一排做Excel，真是想举报了！也许我该带着荧光棒去给她上上课？📊🎤,0.37,0.1,0.13,0.0,0.0,0.49
今天去看《妈妈咪呀》了，演员们唱得太好了，每一首歌都很完美！可是周边实在太糟糕了，能不能用点心啊？！,0.48,0.0,0.17,0.09,0.4,0.0
哎呀，终于收到了我的绿洲拨片，明天要去演唱会了，大家快等我回来更新！🎸💕,0.0,0.0,1.0,0.0,0.0,0.0
朋友们，你们听过nyg的歌吗？我倒是不太容易哭，但每次听到他的歌就有种想把他“吞下去”的冲动，极致的喜欢了吧？🎶,0.0,0.0,0.87,0.0,0.0,0.08
今天打死一只蚊子，我简直是“英雄”啊！马上要录下来做个视频，反复品鉴。妹说：这就是为什么大家在家装监控呢。😂,0.31,0.0,0.31,0.17,0.0,0.18
我今天突然很想买个香薰灯，没想到晚上就要去医院了……生活总是给我点小惊吓！希望一切顺利，晚安了！🕯️,0.0,0.15,0.79,0.0,0.0,0.09
今天痛醒，牙齿不疼，但那感觉真的好吓人！医生说还好没什么大问题，就是“痛感教育”太强了。牙科是恐怖片吧！😖,0.0,0.64,0.0,0.11,0.0,0.22
昨天不小心把包丢在了taco店，去拿回来时那服务员问我：“包上写啥？”我只好大声朗诵：“阿卡姆疯人院出院留念”……真丢人！😂,0.44,0.11,0.0,0.06,0.45,0.0
唉，今天又花了点钱，不知道为啥，就特别容易栽进这哥俩的坑，白的蓝的统统买了，钱包啊钱包！💸,0.48,0.0,0.07,0.0,0.38,0.06
刚才玩了一下魔法觉醒，结果遇到一个永远不离不弃的好友，真是让我又笑又哭，怎么能这么温暖？#感动#😭,0.0,0.0,0.93,0.0,0.0,0.1
突然发现，我看演唱会时坐在第一排正中间，导演还好可爱，虽然他就在我前面，我感觉好像被他剧透了剧情😂,0.0,0.0,0.67,0.11,0.0,0.29
就是这种感觉！在看演唱会的时候，突然觉得自己像个小小的粉丝，心跳加速，眼睛发亮，不管发生什么都好！💖,0.0,0.0,0.99,0.0,0.0,0.0
妹妹今天做了个大决定：我们今晚要穿成这样二刷《妈妈咪呀》，结果我和她简直笑翻了。好开心的一天！🎤💃,0.09,0.0,0.92,0.0,0.0,0.11
今天去买了一瓶香薰油，想着给生活增添点香气，结果去医院的事都忘了！哎呀！生活琐事多得我快疯了！😅,0.53,0.0,0.05,0.0,0.39,0.08
总算写完了那篇文，感觉我有点牛逼，今天终于打倒了那只蚊子。对，人生的小胜利！🦸‍♀️,0.0,0.0,1.0,0.0,0.0,0.0
今天真心很忙，但看到大家的留言让我觉得自己是被爱包围着的感觉。希望我们都能好好的，生活不易，大家加油💪,0.07,0.06,1.0,0.0,0.0,0.0
又去看了一次音乐剧，结果还是那么燃！一边看一边觉得自己的人生有太多没完成的梦想，但那又怎样呢？🎭✨,0.0,0.0,0.48,0.0,0.55,0.07
半夜突然想起了自己心爱的黄金武器都没了！我的黄金左轮、黄金棍子、黄金喇叭…我真是要疯了！⚡,0.65,0.05,0.0,0.0,0.22,0.09
今天的演唱会真的太棒了，所有人都在为自己喜欢的音乐和表演疯狂，那个瞬间，感觉自己也被音乐赋予了力量🎶💫,0.05,0.0,1.0,0.0,0.0,0.0
这些天突然变得很忙，跑来跑去的，但每当我想放弃时，总会有一些小细节提醒我：坚持下来，一切都会变好的！🌟,0.0,0.0,0.87,0.0,0.07,0.0
今天看完《妈妈咪呀》，忍不住笑出来，演出真的太精彩了！连周边的细节也给了我意外的惊喜，只是下次能不能用点心？🎤💅,0.0,0.0,0.89,0.0,0.07,0.07
看了山羊皮的演出，我的心好像被暖暖的阳光照亮了。真的，哪怕生活再忙，偶尔停下来也能感受到世界的美好✨🌞,0.0,0.0,1.0,0.0,0.0,0.0
最近心情特别好，想和大家分享这个小惊喜——我在家收到了一个神秘礼物，是一只超级可爱的花瓶！🌻🎁,0.09,0.0,0.85,0.0,0.0,0.11
昨晚演唱会结束后我走到街头，突然觉得生活就是这样，总有些意外的美好，像是从不期而至的微风中获得的力量🌬️,0.08,0.0,1.0,0.0,0.0,0.05
开始考虑是不是该放慢步伐，享受一下生活的温暖，而不是总是给自己加速。你们有没有这种时刻？🧘‍♀️,0.17,0.07,0.17,0.16,0.36,0.13
哇，我真是捡到了宝！今天去看演出，竟然得到了超难得的纪念品，我简直想发微博炫耀一下！🎟️🔥,0.0,0.0,0.73,0.0,0.0,0.31
一不小心就花了很多钱，但是我不后悔！买了我最喜欢的专辑和限量版周边，完美的一天，简直心情飞扬！🎶🎧,0.0,0.0,1.0,0.0,0.0,0.0
今天看了演出，剧场里每个演员都如此动人，感觉自己就像是那个完全融入角色的人。其实每个人都有一个舞台，不是吗？🎭,0.0,0.0,0.82,0.2,0.0,0.13
最近拼命忙于工作，但还是忍不住停下来想一下自己的目标。生活太短暂，何不放慢一点，享受眼前的一切？🌱,0.0,0.0,0.55,0.14,0.36,0.1
现在终于明白了，做自己喜欢的事，哪怕有时辛苦也是值得的，生活本来就不完美，正是这些不完美让它充满意义！🌟,0.0,0.0,0.99,0.0,0.0,0.08
