posts,angry,fear,happy,neutral,sad,surprise
#二倩的生活记录# 又来啦！在温州的日子总是充满了新的惊喜🍜☀️，今天去了北林垟乡散步，吹着清新的风，吃了一碗超好吃的热腾腾焖面！真的是不想离开这里。#温州·北林垟乡# #美食时光,0.0,0.0,0.96,0.0,0.09,0.08
有时候，我爸一厌男，我的“厌男指数”也就被拉满了。家里有很多可以调侃的细节，大家都知道，生活总是那么丰富多彩。#家常事 #生活百态,0.12,0.0,0.5,0.34,0.11,0.0
哈哈哈，最近刷到一个搞笑视频，笑到停不下来！真是年度笑点！我们身边的那些小趣事，简直让人不想睡觉！🤣🤣🤣 #搞笑视频 #日常搞笑,0.11,0.08,0.88,0.0,0.11,0.15
前几天我发现INFJ家庭通常有一个控制欲强的家长，我才意识到自己的成长经历，原来我一直是那种通过叛逆来寻求自由的孩子。现在的我，感谢那些成长中的痛苦与挑战。#INFJ #人生反思,0.0,0.1,0.53,0.11,0.28,0.0
最近越发崇尚柏拉图式的友情婚姻，自己独立，又能有爱的陪伴，真的很理想。不结婚，不领证，各自过好自己的生活，这不就是我向往的爱情吗？#柏拉图式友情 #理想爱情,0.0,0.0,0.95,0.0,0.0,0.0
有生之年，我一定要去遍历这个世界！每次旅行都让我感受到不一样的震撼与美好，这才是生命的意义吧！🌍✈️ #旅行 #带着微博看世界,0.0,0.0,0.97,0.0,0.0,0.09
#二倩的美食记录# 最近天气转暖，我也终于恢复了食欲！今天尝了一家新开的餐厅，焖面和麻辣拌搭配，完美的晚餐，给忙碌的生活加点甜！#美食日记 #温暖日常,0.0,0.0,1.0,0.0,0.0,0.0
生日快乐🎉！今年的生日，选择了去延边度过。感受不同的文化，吃到地道的美食，旅行总能给人满满的感动和回忆。#二倩的旅行记录 #延边之旅,0.0,0.06,0.84,0.11,0.09,0.09
来到边境的珲春，站在三国交界处，感叹历史的沉重与伟大。一个地方的历史，总是让人想得更多。#旅行足迹 #三国风情,0.0,0.06,0.45,0.37,0.23,0.05
延吉的晚上，边陲小城的烟火气息，温暖的风，和着韩气的生活。那些别具一格的地方，总能触动内心深处的柔软。#延吉 #旅行日常,0.0,0.0,0.73,0.27,0.06,0.06
一年四季都在变，但长白山的美依旧不变。踏雪而行，泡温泉，享受那片宁静与清新。自然的力量，真的是能洗净心灵。#长白山 #自然美,0.0,0.0,1.0,0.05,0.0,0.0
