posts,angry,fear,happy,neutral,sad,surprise
每次想“放飞自我”时，总感觉自己像是那个没法找着出口的空气。最后都只是被一个“逻辑”逼得回到常规。😅,0.18,0.0,0.0,0.2,0.62,0.0
为什么生活中有那么多无解的谜？比如，“最后的一个薯条”是属于谁的？🧐,0.0,0.0,0.0,0.44,0.11,0.42
观察生活，有时候你会发现自己不止是“旁观者”，还经常是“参与者”。可笑又让人叹息。🙃,0.06,0.0,0.19,0.19,0.34,0.15
突然意识到，这些年追的明星，算不算是“理想自我”的投射？他们那么闪耀，为什么我还是觉得挺迷茫的？🤷‍♂️,0.0,0.0,0.0,0.1,0.57,0.32
明明有一个很精彩的思考，但总是卡在表述的第一步，跟自己玩“知难而退”。🙄,0.24,0.0,0.0,0.24,0.52,0.0
每天都想着要突破，结果看着越来越多的“旧我”留下的痕迹，感觉自己像在原地踏步。好吧，我接受这一切。😬,0.0,0.0,0.17,0.14,0.64,0.0
听完某人的演讲后，我只想说：所以你说的“解决方案”居然是“不做”！这种逻辑我给满分。🤪,0.51,0.0,0.0,0.0,0.0,0.42
我的脑袋就像个迷宫，每个角落都充满了不靠谱的点子，但总能自己被这些点子困住。🙄,0.15,0.11,0.07,0.26,0.51,0.0
生活就像拼图，拼拼拼，最后发现自己有个角没对上，这一块儿还真是没啥解法。😅,0.28,0.0,0.0,0.1,0.66,0.09
有些时候，发现自己在做事的动力并不是“因为我想”，而是“因为我可以”。😂,0.0,0.0,0.54,0.13,0.29,0.0
今天突然发现我做的事是别人没法理解的，但好像也没必要解释，毕竟“对”才是最重要的。🤔,0.05,0.0,0.25,0.2,0.3,0.17
听说成年人的生活都在“忙碌”和“拖延”之间徘徊，我好像在拖延里过了好几年。🙃,0.12,0.06,0.0,0.18,0.51,0.16
有时候从不靠谱的想法开始，最终能找到解决问题的突破口。谁能想到，我在翻炒脑洞的时候，偶尔有收获呢？🤯,0.0,0.0,0.64,0.05,0.0,0.22
