posts,angry,fear,happy,neutral,sad,surprise
生日快乐，我的爱人！我可以送你漂亮的花，能不能也请给我一些漂亮的爱呢？🎂💐,0.0,0.0,0.97,0.0,0.07,0.0
发了一个抖音结果完全没人看，我真的是心累…昨晚给小红薯买了个推，结果今天点赞少得像我吃了个火锅一样冷清🥲,0.36,0.08,0.0,0.0,0.75,0.0
下周这会儿就是我姐的afterparty！我已经差不多快一年没喝酒了，预感下周会喝到酩酊大醉🍻🎉,0.16,0.0,0.31,0.14,0.32,0.22
拍照真的是我完全掌控的快乐呀…不赚钱没关系，能拍照就是幸福感爆棚！📸,0.0,0.0,1.0,0.0,0.0,0.0
赚了第一笔钱，想给我爹发红包，结果一想到今天依旧在奋斗，发了个小小的红包，我真的是太温暖了💸,0.0,0.0,1.0,0.0,0.0,0.0
终于让我的拍立得站起来了，回忆起那段没有废片的日子，真心怀念～📷,0.09,0.0,0.25,0.0,0.8,0.0
这次拍了好多照片，结果因为下一周要回家，我强制自己安排了五套拍摄，感觉快疯了😭,0.56,0.0,0.0,0.0,0.39,0.1
火焰杯里塞德里克和哈利的互相谦让，痛苦得让我几乎要掉眼泪，怎么每次都能感动我？🔥,0.0,0.0,0.31,0.0,0.66,0.11
读漫画的时候，突然发现自己忘了上次看到哪儿了！每次看就像是重温一遍新鲜的故事📚,0.0,0.0,0.59,0.0,0.29,0.26
刚才在整理片子时，发现那女生选的照片数量太多了！她明明说随便选的啊…但这太过分了！😤,0.65,0.1,0.0,0.16,0.07,0.2
又开心了！其实这个妹妹人很不错，只是拍照经验不足，连改图都不太懂～大家慢慢就能感受到我的努力😅,0.1,0.0,1.0,0.0,0.0,0.0
"最近连续一个月做梦考试不会，感觉自己有点""考场焦虑症""，曾经的考试小能手去哪了？😭",0.17,0.15,0.0,0.11,0.57,0.16
真的是有点暴躁，老师让我们8点到上课，自己拍片子，难道我们是他拍摄团队的一部分吗？？🖤,0.86,0.16,0.0,0.06,0.0,0.17
姐姐结婚了，大家好开心！我真的很喜欢这种大家聚在一起的幸福时光，感恩有这样的家人们！🎉,0.09,0.0,1.0,0.0,0.0,0.06
我真心觉得，必须要在规定中加上“互勉需在正文艾特摄影师”，不然只会气死我！🫠,1.0,0.0,0.0,0.07,0.0,0.0
这一个月拍了好几套，虽然全是免费帮忙，但也都心甘情愿，善良又勤劳，大家好懂我吧？👗,0.0,0.0,0.98,0.0,0.0,0.0
最近几次拍摄，衣服都选了优衣库防晒衣，不管有没有防晒效果，我就照着穿。😅,0.07,0.0,0.45,0.37,0.16,0.08
有件事要说！我从未遇到过这么多点赞的照片！哇！我从来没这样快乐过！📸🎉,0.0,0.0,0.92,0.0,0.0,0.12
今天看到一个做妆造的暑假班，好想报名去学，急不可耐，马上就要去！💅,0.07,0.11,0.45,0.1,0.09,0.15
和小曾去a店小赌一把，结果抽出来的照片质量也不全新，但就是很震撼！每一次都很值得。🎰,0.0,0.0,0.94,0.0,0.0,0.07
生活这么忙碌，但我依然努力不懈，早上上课，下午拍摄，我就是这么爱干活！💪,0.0,0.0,1.0,0.0,0.0,0.0
从拍照到策划，我就是这样全情投入，每一次拍摄都给自己留足了心血！📸,0.0,0.0,0.94,0.06,0.0,0.06
看完那个拍出来的奇丑照片，心里突然放松，想明白了自己该赚点钱，不必心软了！💸,0.0,0.0,0.67,0.05,0.21,0.07
每次拍摄都有新的突破，虽然我从不完全满意，但这种成长感已经足够让我骄傲！📷,0.0,0.0,0.96,0.0,0.0,0.0
最近忙着修图，背景音乐一直都在循环播放《哈利波特》，真的太好听了，沉浸其中！🎶,0.0,0.0,0.94,0.0,0.0,0.06
昨晚做梦，梦到又考试没准考证，醒来好累，感觉每个考试都像我人生的终极挑战！📚,0.0,0.1,0.09,0.05,0.67,0.0
新拍的照片感觉不对，怎么也拍不出自己想要的效果，每次改了又改，太折磨了！💀,0.66,0.0,0.0,0.07,0.49,0.0
听到那个做梦考不出题的我，突然意识到，原来我也在无形中和过去的自己挣扎着！✊,0.06,0.0,0.0,0.0,0.59,0.18
今天学了一堆新知识，压力山大，背着做方案，却又为自己做好了未来的可能！📝,0.11,0.0,0.55,0.0,0.29,0.08
看着别人做项目不小心挑了错的背景，感觉自己用ccd拍出来的照片就特别平凡...💔,0.11,0.0,0.33,0.15,0.45,0.17
最近每次梦到考试时，居然会被老教授那种冷淡态度吓醒，压抑到不敢再做梦了！😩,0.14,0.29,0.0,0.0,0.17,0.44
就是这样又忙又累，拍了十几张照片，还得配文案，不累才怪！💼📸,0.53,0.0,0.0,0.0,0.47,0.0
小震真是个超努力的人！又是在大雨中拍照又完全不抱怨，真的是个钢铁女孩！👷‍♀️,0.0,0.0,1.0,0.0,0.0,0.0
经常拍摄到一半心情不太好，总觉得拍出来的效果不尽如人意，心情像座过山车🎢,0.15,0.0,0.0,0.2,0.77,0.0
每次拍照前我都对自己说“我能行！”再艰难的任务，我也能完成。💪,0.0,0.07,0.87,0.1,0.0,0.0
在忙碌中翻出去年拍的照片，才发现自己成长了好多，每一张都是珍贵的记忆！📸,0.0,0.0,0.89,0.0,0.11,0.09
每次出门拍照，心里总会隐隐担心，但每次拍出来的照片都让我感到超级满意！💯,0.0,0.06,0.95,0.0,0.0,0.0
最近真的好久没正式化妆了，自己都开始怀疑是不是手生了！该回来练练了！💄,0.11,0.12,0.08,0.1,0.56,0.2
为什么一直在日本，就会感觉自己好像不是在家里？很想逃离这些不属于我的地方。🌍,0.14,0.0,0.0,0.06,0.8,0.24
一边拍照一边调色，发现自己竟然能调出以前怎么都做不出来的效果！调色大师就是我！🎨,0.0,0.0,0.61,0.0,0.0,0.54
这些网络红人真的是太过分了，居然在我这里抠抠搜搜的还不肯道歉，真是无语！🤦‍♀️,1.0,0.0,0.0,0.0,0.1,0.08
终于找到我的瘦身秘诀了：重压的工作，忙碌的拍摄，还有无数楼梯！减肥秘籍绝了！🏃‍♀️,0.0,0.0,0.63,0.0,0.2,0.23
哇，这个sb男居然在我工作帖子下面乱留言，真是气死我了！我现在就是火山爆发！🔥,1.0,0.0,0.0,0.0,0.0,0.16
这些男人真的太让人生气了，居然在我工作帖子下乱发私信，简直不懂尊重！👎,1.0,0.0,0.0,0.0,0.0,0.12
这次拍摄虽然没有完美，但至少我拍出了自己最真实的样子，工作再忙，我也不怕！📸,0.0,0.2,0.83,0.06,0.0,0.0
虽然又丢了点照片，想起“那年今日”的照片，才知道自己其实是多么努力了！💪,0.0,0.0,0.72,0.0,0.29,0.06
回到家里，疲惫不堪，但看到镜中的自己，还是觉得这份坚持值得！💯,0.0,0.0,0.96,0.0,0.13,0.0
很久没开机拍摄了，今天终于找到状态，拍得比自己想象的还要好！💥,0.0,0.0,0.96,0.0,0.0,0.08
朋友圈里又多了好几张拍得很棒的照片，真觉得自己越拍越有自信！✨,0.0,0.0,1.0,0.0,0.0,0.0
没想到那些陌生的街道，竟然能拍出这么美的照片，每次都有新惊喜！📷,0.0,0.0,0.77,0.0,0.0,0.38
