posts,angry,fear,happy,neutral,sad,surprise
“黑神话悟空？当你觉得自己了解孙悟空的时候，其实你只是个看着游戏的人。猴哥的精神，岂是这种游戏能体现的？”,0.0,0.0,0.17,0.37,0.06,0.29
“身价上涨到10亿？不愧是小队长，真是个赚钱的奇迹！不过，五百万买入的那一刻，我也不知道他是不是心里笑着数钞票。”,0.0,0.0,0.63,0.07,0.05,0.29
“娅娅的这期，简直是场中最稳的表现，比起其他人，稳得像个固定资产。后两期她估计直接占领巅峰。”,0.0,0.09,0.46,0.54,0.0,0.09
“歌唱比赛里看到[name]唱歌，感觉他每次上台之前都像是在找嗓子。你有嗓音，但不知道怎么用。还是想问，真的是歌手的困境吗？”,0.1,0.07,0.0,0.24,0.37,0.18
“刚听完[name]的演唱，我真想喊一句：你到底是忘了怎么唱，还是压根没学会？这音准和情感的缺失，真心让人头疼。”,0.4,0.0,0.0,0.0,0.6,0.0
“说实话，[name]就是个典型的技术派——他不失水准，但也不会突破自己的舒适区。所以，这就变成了‘放松’和‘松懈’的差别。”,0.06,0.0,0.0,0.68,0.12,0.06
“杭盖的歌声，真的不是所有人都能做到的感觉。他们的风格很有特点，稍微调整下，或许能让更多人接受。”,0.0,0.0,0.68,0.36,0.0,0.0
“我看到某些人说‘泷’和‘阿木’很像，突然想问：你们脑袋是不是被门夹了？阿木的声音一唱起就是个乐器，泷的声音则是超长维度的麻烦。”,0.24,0.11,0.0,0.29,0.0,0.26
“姆巴佩和小熊同场竞技？穿不同队服也能画出一幅巨大的反差萌。”,0.0,0.0,0.67,0.2,0.06,0.21
“说到[金句]，我真觉得[num]就是个天然的语录工厂，每句话都能把球场变成哲学课。”,0.0,0.0,0.61,0.27,0.0,0.09
“一个游戏，居然能引发如此大的争议。那不是‘悟空’的问题，而是我们都想要一个真正意义上的悟空——不接受任何变形。”,0.15,0.0,0.0,0.33,0.0,0.45
“搬家搬到精神错乱，还是能笑出声。午饭没吃，晚饭没吃，但能看《西游记》主题曲秒变经典，我真的是‘猴哥’派的！”,0.0,0.0,0.88,0.0,0.0,0.13
“我现在的状态很像是一根没有点燃的火柴，什么都做不动，什么都想做，但就是做不出来。”,0.16,0.0,0.0,0.17,0.72,0.0
“某个赛季的时刻，姆巴佩的球鞋的颜色让我想起了那年他穿过的那一双。我只能说，每个赛季的‘色彩’都值得深思。”,0.0,0.0,0.49,0.29,0.2,0.1
“有些时候，我不需要别人理解我的情绪，因为我完全能够自己消化它们。但有时候，它就像是无声的泡沫，怎么破都不清楚。”,0.0,0.0,0.0,0.37,0.53,0.0
“一场试面下来，我居然产生了对自己未来的恐惧感。没有什么比不确定的未来更难以捉摸了。”,0.0,0.41,0.0,0.0,0.26,0.44
“今天在微博上看到那种无聊的讨论，突然觉得，‘你们知道吗，销售并不是你卖掉的东西，而是你‘售卖’的心态’。”,0.26,0.0,0.0,0.35,0.06,0.17
“每当有人说‘我能通过思维控制情绪’，我就想，天呐，你们也太高估人类的理性了吧？”,0.48,0.0,0.0,0.14,0.07,0.18
“看到粉丝说，要LISA来翻唱《红莲华》，我突然意识到，真要她唱，我的心态会直接崩塌。”,0.11,0.13,0.0,0.2,0.51,0.1
“这场歌唱比赛，真的是超强对决。我们从观众席上的心情转到选手们的心态，结果发现，原来你想看的是戏剧性的表演，而不是音乐。”,0.0,0.0,0.37,0.32,0.0,0.35
“从歌唱比赛到足球赛，我突然发现，不管是音乐还是运动，都是我们用灵魂和身体交换的‘语言’。”,0.0,0.0,0.42,0.31,0.08,0.2
“我发现每次谈论音乐时，总有人跑来插嘴‘没有技巧没有感情’，真是能笑死我。”,0.22,0.0,0.43,0.11,0.15,0.21
“歌手的演绎才是重点！不是每个嗓子都能成大器，尤其当你完全没有意识到‘技巧’和‘声音效果’的差距时。”,0.0,0.0,0.17,0.58,0.07,0.06
“我才不相信‘唱歌’只靠情感和声音，自我保护的唱法和放开的唱法，完全是两码事。”,0.14,0.0,0.13,0.31,0.2,0.16
“看完演唱会我突然想到，亚当简直就是歌坛的‘王炸’，而那些不敢放开嗓子的人，简直是自我设限的典范。”,0.18,0.0,0.18,0.19,0.14,0.2
“真的希望很多人明白‘没有技巧没有声音效果就没有感情’这点，但又有多少人能真正明白呢？”,0.13,0.0,0.07,0.24,0.42,0.15
“有些歌手是用技巧驾驭情感，而有些歌手则是在情感的桎梏中迷失自己。”,0.0,0.0,0.0,0.74,0.27,0.0
“每当我听到某些歌手的演绎，我就想，难道你在‘情感的表达’上也算是个社会‘劳动者’？”,0.18,0.0,0.0,0.31,0.16,0.26
“今天看到不少网友发言，说要让亚当多唱一些歌，真是把人脑袋玩坏了。下一个就是‘演唱会’模式？”,0.47,0.09,0.0,0.21,0.0,0.22
“我们都知道‘每一个歌手的好’，但是那种你知道的‘差’你为什么不敢直视？”,0.35,0.0,0.0,0.27,0.08,0.21
“这场比赛，真正让我心跳的其实不是选手，而是我们在这场比拼中的‘思维’。”,0.0,0.0,0.51,0.21,0.12,0.15
“娱乐圈没有无所不能的人，歌手更是如此。每个人都有自己的‘底线’，你看到的可能只是他们‘掩饰’的面具。”,0.0,0.0,0.1,0.6,0.09,0.08
“从歌唱到赛场，其实是一种自我表达。那些随便挑战边界的人才更值得我们去关注。”,0.0,0.0,0.49,0.53,0.0,0.0
“我真不明白为什么有人看个比赛要看得这么投入，每一场比赛都在决定你是否能超越过去的自己。”,0.27,0.0,0.0,0.12,0.36,0.19
“人的情感能否被放开完全取决于你敢不敢打破‘自我’的框架。所以，放开吧，你也许能听到一首不同的‘旋律’。”,0.0,0.0,0.41,0.47,0.14,0.0
“最搞笑的是，每次看某个节目时，总有那么几位歌手，真心觉得自己唱得特别感情丰富，其实只是单纯的‘喊’。”,0.07,0.0,0.54,0.12,0.1,0.25
“我一直觉得，舞台上站的每一个歌手，不仅仅是在表现自己，更是在以一种‘语言’与观众交流。”,0.0,0.0,0.52,0.5,0.0,0.0
“那种唱到没有节奏的表演，真的让我觉得，这是‘竞演’还是‘消遣’？”,0.33,0.0,0.0,0.22,0.14,0.24
“我总结，最适合这类比赛的歌手，根本不需要太多技巧，他们只需要敢于展示真实的自己。”,0.0,0.0,0.46,0.56,0.0,0.0
“有时候，不是我不懂得音乐，而是我厌倦了这种带有固定格式的‘表演’。”,0.18,0.0,0.0,0.36,0.53,0.0
“我觉得每个人都应该尝试用一种‘出其不意’的方式来演绎歌曲。那种意外的真实感，是最触动人心的。”,0.0,0.0,0.69,0.25,0.0,0.09
“我不太懂为什么有些人会为某些歌手的比赛成绩感到不满。其实，最重要的，还是他们的‘努力’。”,0.07,0.0,0.22,0.34,0.28,0.13
“那些老是抱怨的粉丝，真的是从没真正理解过‘竞技’与‘艺术’的区别。”,0.4,0.0,0.0,0.31,0.2,0.16
“每次看比赛，我都会想到，真正的比赛，不在乎结果，而在乎你从中收获了什么。”,0.0,0.0,0.4,0.31,0.29,0.11
“不管是什么类型的比赛，记住，最后的赢家永远是那些敢于突破自我限制的人。”,0.0,0.0,0.61,0.36,0.0,0.0
