posts,angry,fear,happy,neutral,sad,surprise
终于把孩子哄睡着了，真的是一天最解压的时刻了。今天的妈妈角色完成得很棒，明天继续加油！💪💖,0.0,0.0,1.0,0.0,0.0,0.0
午餐吃了妈妈做的炖鸡，味道超好！看到宝宝一口接一口，心情瞬间超好。小小的幸福感，真的是最简单的快乐。,0.06,0.0,1.0,0.0,0.0,0.0
今天去超市给宝宝挑了些新衣服，发现她穿上一件小裙子就变得特别乖巧，心里暖暖的。真希望她一直这样开心。,0.09,0.0,1.0,0.0,0.0,0.0
跟朋友聊了好多，感觉大家都在努力生活，我也在不知不觉中改变。每一次深刻的对话，都是一次心灵的洗礼。,0.0,0.0,0.96,0.0,0.0,0.0
今天带孩子去看了动物园里的企鹅，超可爱！宝宝看到它们高兴得笑得停不下来，真的是最治愈的时刻。,0.0,0.0,0.99,0.0,0.0,0.0
看到自己和孩子的合影，才意识到我们一起成长的时光真是太宝贵了。每个微笑、每个眼神，都是最珍贵的回忆。,0.0,0.0,0.99,0.0,0.05,0.0
忙了一整天，终于给自己一点时间坐下来休息，偶尔也要对自己好一点，不然怎么有力气继续去爱别人呢？,0.07,0.0,0.73,0.0,0.36,0.0
妈妈说，育儿是一场马拉松。今天和宝宝一起度过的一小段时光，竟然让我觉得生活中充满了无限的可能性。,0.0,0.0,0.75,0.0,0.0,0.33
有时候看着宝宝安静地睡着，我都忍不住想：这个世界上，有什么比看着她幸福健康更值得追求的事呢？,0.0,0.0,0.67,0.0,0.2,0.1
今天和朋友聊到了教育的那些事，突然觉得自己也在慢慢成长，做个好妈妈同时也要做个好自己。,0.0,0.0,0.88,0.07,0.0,0.0
做妈妈以来，每天都在给别人打气，今天也想给自己加油！🌟 每一步的成长都值得骄傲，不管多小。,0.0,0.0,1.0,0.0,0.0,0.0
最近学会了更加包容自己，生活不完美，但能给家人带去温暖和力量，就是我最大的幸福。,0.0,0.0,1.0,0.0,0.0,0.0
