posts,angry,fear,happy,neutral,sad,surprise
今日工作总结：任务繁忙，按时完成，领导满意。得到了一个小奖励，还是得继续努力。细节决定成败！,0.0,0.0,0.91,0.09,0.0,0.0
今天跑了个项目会议，实事求是，不拖延，不扯皮。就该这么干，效率第一，效果最重要！,0.36,0.0,0.68,0.08,0.0,0.06
刚看到某个新闻，真是不知道该怎么说了。怎么社会上有那么多不靠谱的人呢？要不然怎么会有这么多问题。,0.41,0.0,0.0,0.1,0.22,0.25
又有客户问我是不是做事很有条理，答案是：当然！我从来不会让事情拖延。工作中的规划性，真的很重要。,0.0,0.0,0.69,0.31,0.0,0.06
遇到些人，讨论事情就喜欢绕弯子，真搞不懂，事情就该直接了当解决，别浪费时间。,0.62,0.0,0.22,0.2,0.17,0.0
今天做了一个小调整，结果挺好，客户满意。再接再厉，不能放松！,0.12,0.0,0.83,0.13,0.0,0.0
刚和同事讨论过，工作中讲究的就是方法和效率，没时间浪费在无关紧要的事上。,0.1,0.0,0.4,0.39,0.09,0.08
刚刚有个项目进度迟滞的事，直接打电话给负责人，一通批评。事事要有责任感，别让团队拖后腿！,0.83,0.06,0.05,0.12,0.05,0.0
我的习惯是，事先做好所有准备。每次遇到突发情况，我都会冷静应对，效率不会低。,0.0,0.0,0.57,0.41,0.0,0.0
看某些人总是说做不到，我就想问：你不去试试怎么知道做不到？努力才能突破自己的局限。,0.18,0.0,0.21,0.24,0.26,0.1
最近开始跑步了，时间安排得不错，步伐也很稳。运动有助于我保持清晰的思维。,0.0,0.0,0.8,0.21,0.0,0.0
领导总是夸我做事很有条理，每次处理事宜都能迅速有效地落实，计划性真的很重要。,0.06,0.0,0.74,0.19,0.0,0.0
就算工作再忙，还是要有清晰的目标，这样一整天也不会觉得时间浪费了。,0.0,0.0,0.85,0.23,0.06,0.0
刚好看到一个人讨论如何管理时间，答：按照优先级来安排，不紧不慢，避免焦虑。,0.07,0.0,0.21,0.65,0.0,0.11
有些事说出来真心让人不开心，懒散、不负责任的人简直让人无语。大家工作就得有担当。,0.62,0.0,0.11,0.06,0.42,0.0
工作中最讨厌听到推脱的话：这件事不是我的责任。我们每个人都得为团队担起责任。,0.46,0.0,0.11,0.32,0.07,0.0
反复修改报告的时候，我会仔细检查每一处细节，完美主义真的会让成果更出色。,0.0,0.0,0.97,0.11,0.0,0.0
时间管理的核心是清晰的任务分配，每件事都要按计划进行。,0.0,0.0,0.11,0.85,0.0,0.0
今天自己做了一个简单的预算，完全按照实际情况来，没什么可担心的。,0.0,0.11,0.57,0.34,0.0,0.0
生活就该像工作一样，有条不紊。早起、按时吃饭、按时睡觉，效率最重要。,0.0,0.0,0.72,0.35,0.0,0.0
最近突然意识到，真心看得上重视细节的人。很多问题正是因为不重视小事而爆发的。,0.13,0.0,0.23,0.25,0.29,0.09
为什么很多人做事老是拖延？我从不允许自己有拖延症，直接行动，才能看见效果。,0.29,0.0,0.16,0.3,0.16,0.16
今天去开了个会，事情说清楚了，解决了问题。想想工作中，有时候直接说话最有效。,0.11,0.0,0.35,0.38,0.11,0.0
看到朋友圈有些人说自己工作很轻松，结果效率低下，真心不理解，工作不是开玩笑的！,0.87,0.0,0.0,0.08,0.12,0.14
刚去参加了个展览，展品都很不错。生活也该有点文化气息，不能只工作不学习。,0.0,0.0,0.95,0.1,0.0,0.0
最近在给自己加油，虽然很忙，但不会让自己停下。生活要充实！,0.06,0.08,1.0,0.0,0.0,0.0
我觉得自己是个很现实的人，看事情不喜欢幻想，能做的就要做，不可能的事不浪费时间。,0.0,0.0,0.72,0.21,0.0,0.0
给自己定的目标已经差不多完成了，工作中就该这样，分步执行，分阶段检查，直到最后完成。,0.0,0.0,0.58,0.42,0.0,0.0
我已经习惯了每天晚上检查自己完成的任务，这样第二天早上才会清爽，开始新的一天。,0.0,0.0,0.89,0.13,0.06,0.0
计划好一天的工作，就能保证没有遗忘，虽然有时工作多，但只要计划好，事事都能搞定。,0.0,0.0,0.78,0.27,0.0,0.0
今天解决了一个难题，终于按时完成了任务，效率又提升了，真是干得漂亮！,0.08,0.0,1.0,0.0,0.0,0.0
最近整理了好多旧文件，发现自己的工作方法已经非常成熟。没有最好的方法，只有适合的方法。,0.0,0.0,0.5,0.38,0.19,0.0
有些人讨论如何改变，答案其实很简单，改变就得从做事的态度开始，不能总是依赖别人。,0.0,0.0,0.45,0.53,0.19,0.0
如果想提升效率，第一步是打破无效的工作方式，采用更简洁的方案。,0.08,0.0,0.1,0.93,0.0,0.0
有些人总是抱怨，但我觉得应该先解决问题再抱怨。无所作为的人，永远没法赢得尊重。,0.19,0.0,0.09,0.25,0.61,0.0
我相信，做事情最重要的是态度，认真对待每一项任务，就能做得更好。,0.0,0.0,0.85,0.24,0.0,0.0
完成今天的工作后，简单总结一下，反思改进，今天真是有收获。,0.0,0.0,0.97,0.0,0.0,0.0
今天在公司忙到有点筋疲力尽，但完成的任务是值得的。这才是工作！,0.0,0.0,1.0,0.0,0.0,0.0
说实话，有时候看到别人做事拖拖拉拉我真的是看不下去。效率就是实力。,0.52,0.0,0.09,0.16,0.3,0.0
工作是要有责任心的，做事要有始有终，任何时候都不能马虎。,0.0,0.0,0.58,0.41,0.0,0.0
最近提高了自己的管理能力，现在能更好地安排团队工作了。就是要把任务分配到位。,0.0,0.0,0.57,0.36,0.0,0.0
刚才开了个会，领导强调细节。我们就应该把每个细节做好，团队表现才会出色。,0.09,0.0,0.34,0.57,0.0,0.0
每天都有很多任务，幸好有明确的计划，每次都能按时完成。,0.0,0.0,0.86,0.0,0.06,0.0
做工作报告的时候，我总是要求自己内容简洁明了，不拖泥带水，这样才高效。,0.0,0.0,0.44,0.48,0.0,0.06
总觉得有些人把工作做得太随便，细节不够，结果自然差劲。,0.38,0.0,0.06,0.32,0.25,0.0
觉得时间就应该高效利用，不要浪费。没有什么比时间更宝贵。,0.0,0.0,0.7,0.2,0.13,0.0
计划好每一项工作，一步步执行，别想太多，直接去做！,0.12,0.07,0.74,0.17,0.0,0.0
昨天参加了一个企业讲座，真的受益匪浅。工作中的每一个细节都能带来不同的结果。,0.0,0.0,0.79,0.21,0.0,0.06
我就是喜欢做事条理清晰，每一步都按部就班，不做任何不必要的浪费。,0.1,0.0,0.8,0.24,0.0,0.0
今天总结了一下，效率提高了很多，没白费力气！工作时能保持专注，就能轻松解决难题。,0.0,0.0,0.86,0.09,0.0,0.0
