posts,angry,fear,happy,neutral,sad,surprise
居酒屋不适合我，菜单多到像是大学期末考，还不给加班费，我逃了。,0.65,0.06,0.0,0.11,0.27,0.0
有人推说gm，我一度以为他在自骂gomi，原来是早安，抱歉差点精神支援错对象。,0.2,0.0,0.0,0.11,0.28,0.33
弹丸论破真上头，我说明天谁来都不管用，结果我妈进门问我吃没吃饭，我秒关机。,0.74,0.0,0.0,0.1,0.13,0.1
星露谷种田两小时，现实种草一分钟。,0.0,0.0,0.11,0.81,0.13,0.0
en终于发原创曲了，但为啥听起来像毕业纪念……,0.18,0.0,0.08,0.07,0.14,0.6
椒共通衣装唱得好听是好听，但为啥看起来比平时小一圈？,0.16,0.0,0.0,0.32,0.16,0.46
笑死了，搞笑男出道整两年，突然一朝唱跳上头，全网统一审美了属于是。,0.14,0.0,0.7,0.0,0.0,0.25
大家都姐妹，一屋子孤勇者互相搭肩。,0.07,0.09,0.69,0.21,0.19,0.0
我：pad挂gnv直播，b站看皮套人，群里聊立本。全职打工人全职追星。,0.06,0.0,0.39,0.52,0.0,0.0
动画评论区全在夸，我：mix你能不能找个厉害点的，真的听一次就够了。,0.39,0.05,0.23,0.21,0.08,0.0
🍎耳机真是自己玩失踪，左掉右掉，轮着来，像家里宠物互相妨碍。,0.59,0.06,0.0,0.1,0.25,0.09
有的衣服真的不能脱外套，一脱像去打太极的，视觉冲击太强了。,0.49,0.09,0.06,0.23,0.11,0.11
主播刚表完忠心就转头唱aespa，你这是带资进组的铁粉行为吧。,0.93,0.0,0.0,0.16,0.0,0.05
ngo广告都开始弹幕直播了？主播在看宣传片，我还以为AI觉醒了。,0.27,0.13,0.0,0.11,0.0,0.49
桃星闹闹吴老师联动我等了一年，终于成团营业。,0.0,0.0,0.72,0.19,0.07,0.16
林老师全程高强度社交，我都能听出她精神体脱壳了。,0.16,0.0,0.17,0.18,0.18,0.27
动物实验培训完我赶去普雷五，结果到的时候只剩彩蛋。,0.0,0.0,0.0,0.35,0.32,0.23
gnv观众生态真的复杂，有的仿佛在看年度剧王，有的……饿疯了。,0.3,0.1,0.0,0.3,0.25,0.07
买的碟还没寄到，我已经在下一坑开荒了，物流追不上热情。,0.4,0.0,0.0,0.08,0.56,0.0
每次都觉得玻片法测血型太儿戏，但我每次都忍不住选它。,0.23,0.05,0.12,0.19,0.46,0.1
[num]万了，前几天还寂静无声，今天全网转发，我说你是不是装的。,0.6,0.0,0.0,0.1,0.06,0.18
三场live也能叫tour？横滨大阪仙台各一场，硬凹合理性。,0.45,0.0,0.0,0.37,0.13,0.19
nsns声音低哑反而更有魅力，得病送了新buff？,0.2,0.0,0.22,0.19,0.26,0.21
