posts,angry,fear,happy,neutral,sad,surprise
原神任务做一半断网，重连直接站在boss脸上，策划你是不是想看我当场升天。,0.53,0.07,0.0,0.35,0.0,0.05
福利中心又抽了个毛线礼包，概率低到让我怀疑自己是不是被系统单独照顾了。,0.2,0.14,0.08,0.14,0.32,0.23
试了下新深渊，带钟离都能被秒，原神设计师是不是今天心情不好。,0.45,0.0,0.0,0.21,0.38,0.18
打到一半闪退，重登地图还原，建议原神直接开个复古服，反正bug满天飞。,0.14,0.06,0.08,0.54,0.25,0.0
福利中心终于中了一次高级礼包，虽然没我想要的角色，但这次不骂你了。,0.34,0.0,0.46,0.13,0.15,0.07
lpl现在只看弹幕笑话，比赛都成背景音了。,0.2,0.0,0.07,0.42,0.27,0.13
说真的，有些战队打得像梦游，开局送两波还不如我去打。,0.53,0.0,0.0,0.23,0.23,0.0
某打野又在直播嘴硬，操作一坨屎，真的建议先闭麦。,1.0,0.0,0.0,0.09,0.06,0.0
赛后评分全靠热度，操作再差粉丝能洗成绝活哥，离谱。,0.74,0.0,0.08,0.13,0.18,0.0
看了三局，最后还是选择把屏幕关掉，这届比赛太劝退了。,0.68,0.0,0.0,0.26,0.31,0.0
高校喷液体那事，我要是被烧成那样，和解是不可能的。,0.54,0.05,0.0,0.19,0.2,0.07
和解也不是这么玩的吧，伤了人，赔钱都不够意思。,0.72,0.0,0.08,0.15,0.12,0.0
川大那个事看着挺魔幻，但一出事就全赖学生，也太方便了。,0.34,0.07,0.09,0.27,0.17,0.13
女方闹事上热搜，学校回应三句话，官方公关现在都不打草稿了么？,0.76,0.0,0.0,0.16,0.06,0.23
大小S声明都发了，不如直接开庭自证清白。,0.43,0.0,0.0,0.35,0.23,0.07
天天棒子明星霸热搜，有本事就别上中国节目圈钱啊。,0.88,0.0,0.08,0.0,0.0,0.0
house还在表演，观众也真是失忆得快。,0.31,0.0,0.0,0.0,0.59,0.09
看着现在综艺圈，不封都怪我笑点太低。,0.31,0.0,0.08,0.13,0.37,0.21
现在短发长度刚好卡脸，没法绑也没法放，早上出门直接崩溃。,0.38,0.0,0.0,0.0,0.72,0.0
中药苦成那样还得天天喝，为了掉发问题我真是豁出去了。,0.81,0.0,0.0,0.0,0.35,0.0
明日方舟龙门币抽到个10，算是给我个参与奖吧。,0.0,0.0,0.62,0.33,0.0,0.0
最近主页被基佬段子刷屏，我到底点了什么啊？,0.2,0.0,0.08,0.17,0.0,0.56
妈妈吹牛吹上天，结果是我在家熬夜写算法题替她撑场。,0.32,0.0,0.12,0.19,0.24,0.14
古天乐的神雕侠侣再看还是经典，滤镜再厚也盖不住。,0.0,0.0,0.52,0.24,0.26,0.05
小龙女确实幸运，换李莫愁结局就不是这个了。,0.0,0.0,0.55,0.37,0.12,0.1
现在娃都养得太玻璃心，摔一下都能上心理咨询。,0.22,0.14,0.0,0.22,0.58,0.0
陈山聪得奖实至名归，比那几个靠流量刷上去的强多了。,0.0,0.0,0.76,0.12,0.0,0.0
鑫仔上热搜，看着像写错名字的剧本标题。,0.0,0.06,0.07,0.46,0.17,0.25
中国奇谭是真的用心，画面和节奏都打在点上。,0.0,0.0,0.6,0.35,0.0,0.12
原神射箭任务真的恶心到我，策划是不是只考虑了手残以外的人？,0.92,0.13,0.0,0.0,0.0,0.12
入坑二喜，有点后悔当初没早点看，某些角色真的好好磕。,0.08,0.07,0.26,0.09,0.61,0.0
阳了以后才知道健康值多少钱，嗓子痛得像吃了刀片。,0.08,0.0,0.0,0.16,0.69,0.07
陈正道的风格我一直很吃，希望鑫仔剧能拉他进组。,0.0,0.0,0.73,0.28,0.1,0.0
灵魂摆渡新版本没了原味，经典的东西最好还是别翻拍。,0.16,0.0,0.15,0.37,0.43,0.0
决赛剧本真的是编剧上线了，反转多到我笑到头掉。,0.22,0.0,0.54,0.0,0.09,0.23
朋友说喜欢我，我条件反射就点头了，搞得我也一愣。,0.09,0.08,0.17,0.23,0.13,0.42
银老板p图到耶拉新皮，真是视觉暴击，跪求别传播了。,0.37,0.06,0.11,0.14,0.11,0.26
粉毛皮肤yyds，出一套收一套，钱包都成空壳了。,0.47,0.0,0.1,0.17,0.38,0.07
再听火丁的薛小姐还是起鸡皮疙瘩，真是声音里有戏。,0.39,0.0,0.0,0.19,0.19,0.15
蔡思贝每次上剧就是心累，希望能出删她线的版本。,0.05,0.0,0.0,0.29,0.8,0.0
敏感小孩的歌听了半段直接收藏，现在都找不到完整版。,0.14,0.0,0.0,0.24,0.63,0.12
电台全是广告，听个歌还得等半小时推销牙膏。,0.67,0.0,0.0,0.13,0.18,0.0
原神今天又卡了我40树脂，我愿称其为体力管理大师。,0.2,0.0,0.27,0.26,0.2,0.11
出门三分钟，被导航带去死胡同，车都掉头不了。,0.68,0.07,0.0,0.1,0.26,0.0
某购物平台推荐我“成年尿不湿”，是不是我最近搜索太emo了。,0.52,0.0,0.0,0.19,0.17,0.21
买了新的猫罐头，结果猫看了一眼头也不回，钱打水漂。,0.19,0.0,0.0,0.25,0.47,0.13
星盘说我水逆，我不信，直到今天手机掉马桶+快递丢了。,0.37,0.0,0.07,0.08,0.28,0.15
看直播看得太入迷，结果锅烧糊了，饭还没吃到。,0.12,0.14,0.06,0.23,0.43,0.27
天气一热情绪就不稳，今天差点因为掉了根筷子跟朋友吵起来。,0.52,0.0,0.0,0.0,0.41,0.06
买了自动洗脚盆，用一次发现水温调不了，体验感不如一盆热水。,0.0,0.0,0.0,0.35,0.54,0.17
