posts,angry,fear,happy,neutral,sad,surprise
抢票失败+暴走十公里，双重打击，晚上秤一上：哦，情绪也有重量。,0.2,0.0,0.08,0.17,0.46,0.0
这回试了黑咖啡＋液断，结果心慌嘴馋还饿晕，最后暴食一包薯片收尾。,0.0,0.08,0.13,0.24,0.52,0.14
朋友推荐我听那首据说“超有情绪”的歌，听完只想问：这情绪是想劝退谁？,0.38,0.0,0.0,0.22,0.21,0.22
试穿了条牛仔裤，卡腰，卡腿，卡心情，果断没买，走人。,0.39,0.0,0.0,0.13,0.58,0.0
今天把猫洗了，过程如同清洗一台会尖叫的搅拌机。,0.18,0.11,0.18,0.36,0.14,0.12
骑车本来想去兜风，结果半路爆胎，原路推回来，风还是刮了。,0.1,0.0,0.0,0.19,0.56,0.14
尝试做了拌鸡丝，盐没放够，像是鸡丝泡在白水里。,0.0,0.0,0.0,0.6,0.23,0.23
假期最后一天，我选择睡掉它，省钱又省心。,0.0,0.0,0.85,0.1,0.12,0.0
某剧追到更新断层，内心毫无波澜地关闭APP，等待时间流逝。,0.09,0.09,0.16,0.33,0.44,0.0
新买的眼镜一戴上头晕，怀疑不是我近视，是我人生方向不对。,0.0,0.13,0.0,0.13,0.52,0.22
被迫社交一天，晚上需要靠独处来回血，躺在床上像个电量归零的充电宝。,0.08,0.05,0.09,0.39,0.45,0.0
办公室温度像南北极合体，我穿羽绒服敲键盘像企鹅上班。,0.06,0.0,0.52,0.38,0.07,0.11
宅家三天不出门，手机步数显示：你是不是失踪了？,0.24,0.09,0.0,0.16,0.25,0.45
上山扫墓全靠意志力支撑，回家直接瘫，肌肉控诉我不爱它们。,0.28,0.08,0.0,0.06,0.7,0.0
洗了衣服，忘了晾，捂了一晚上，成了高端发酵款。,0.13,0.0,0.09,0.34,0.4,0.07
又被美食账号种草，三分钟冲动下单，三天后口味一般，钱包流泪。,0.27,0.0,0.0,0.07,0.82,0.0
买了条新裤子，结果吃饱饭后扣子扣不上，思考人生失败的开始。,0.07,0.0,0.0,0.15,0.78,0.0
电动车充电忘拔，一夜暴雨，早上它在阳台泡温泉。,0.13,0.11,0.0,0.29,0.38,0.07
被领导临时加任务，Ctrl+C Ctrl+V拯救我于水火。,0.0,0.05,0.47,0.27,0.18,0.05
地铁一站一站地熬，像人生缓慢拉扯，看不见终点。,0.08,0.06,0.06,0.34,0.58,0.0
猫晚上四点开蹦迪，我七点要开会，我们都不睡，纯纯互相伤害。,0.61,0.12,0.0,0.0,0.4,0.0
本想节食结果吃了一顿烧烤，现在罪恶感和油烟味一样重。,0.54,0.06,0.0,0.0,0.34,0.1
星盘说我今天适合沉默，于是我开了静音一天，世界安静，我也安静。,0.0,0.0,0.66,0.29,0.11,0.0
和客服争论了一小时，赢了三块优惠券，亏了一点血压。,0.28,0.0,0.0,0.26,0.44,0.1
听播客听着听着就睡着了，再醒来发现我听完了一整个系列。,0.06,0.0,0.27,0.19,0.41,0.13
买到便宜机票那一刻，像打怪掉了橙装，现实版喜从天降。,0.0,0.0,0.91,0.11,0.0,0.08
