posts,angry,fear,happy,neutral,sad,surprise
今天居然在公园遇到了一只比我还会走迷宫的松鼠！它在树上跳来跳去，简直是个小高手！ #日常小趣事#,0.0,0.06,0.55,0.0,0.0,0.47
早上吃了个超好吃的草莓蛋糕，简直是甜到心坎里，今天都觉得特别开心！果然，甜品才是最能治愈我的东西！🍰 #美食分享#,0.0,0.0,0.94,0.0,0.05,0.08
又到了音乐时间！今天狂听了一整天的粤语歌，感觉自己已经变成了一个“香港通”了，哈哈！ #听歌记录#,0.0,0.0,1.0,0.0,0.0,0.07
我就不明白了，为啥我总是能遇到各种奇葩的路人，今天一个大妈给我讲了五分钟怎么“快过期”的面包还是可以吃的！🤔 #日常小趣事#,0.33,0.08,0.25,0.09,0.06,0.35
明天就是周末啦，计划去爬山！打算拍点好看的照片，把这个周末过得充实点！谁来一起啊？ #周末计划#,0.0,0.0,0.77,0.05,0.17,0.07
昨天晚上做了个梦，居然梦见我变成了一个超级英雄！不过最搞笑的是，我的超能力居然是“翻书”！😂 #梦境记录#,0.0,0.1,0.54,0.0,0.0,0.57
最近看了一部超有趣的综艺，笑得我都快要肚子痛了！感觉每个人都太有才了，完全忍不住笑出声！ #娱乐时光#,0.0,0.0,0.86,0.0,0.11,0.07
今天去街角的咖啡店，喝了一杯超赞的拿铁，那个咖啡师看起来超帅，笑起来超温暖，真是意外的小惊喜！☕ #日常小趣事#,0.05,0.06,0.81,0.0,0.06,0.16
本来今天想安安静静地看书，但被朋友拖去玩游戏了…完全变成了“游戏迷”！🤣 #朋友日常#,0.0,0.0,0.32,0.16,0.38,0.2
发现了一个超级好听的藏语歌曲！虽然听不懂，但旋律和歌声简直太美了，像是进入了一个仙境。🎶 #听歌记录#,0.0,0.06,0.83,0.0,0.07,0.18
淘宝又出了个新款，我只想说，为什么每次看到新款就忍不住买？我是不是一个“购物狂”？😂 #购物心情#,0.24,0.0,0.25,0.0,0.26,0.26
不知道大家有没有过那种，看一部剧就完全“入戏”了，觉得自己变成了剧里的角色。现在我每天都在幻想自己是其中的一员！🎬 #剧迷日常#,0.0,0.08,0.55,0.21,0.13,0.11
早上去超市，结果看见一个小女孩在模仿大人走路的样子，实在是太可爱了！完全萌翻了我！😄 #日常小趣事#,0.07,0.0,0.72,0.0,0.0,0.25
今天突然觉得有点困，于是决定小憩一会，结果躺下就睡了四个小时！有没有这么神奇？！🙈 #午休时光#,0.0,0.06,0.57,0.1,0.0,0.36
最近真的很想去旅行！尤其是海边，吹着风，吃着冰淇淋，听着海浪，简直完美！🌊 #旅行愿望#,0.0,0.0,0.99,0.0,0.0,0.0
今天在公园碰到一个超热心的阿姨，她给我讲了好多养花的小技巧，简直像个“花卉大师”！🌸 #日常小趣事#,0.0,0.0,0.75,0.13,0.0,0.2
