posts,angry,fear,happy,neutral,sad,surprise
上学时总觉得生活很复杂，现在才发现我一直活在“easy模式”里，感谢上天给我这么轻松的生活！🍃 #感恩心态#,0.0,0.0,1.0,0.0,0.0,0.1
做一些不喜欢的事，心里满是不情愿的怨气，但也许因为没有资格拒绝，才让我一直做下去。😔 #人生感悟#,0.0,0.06,0.52,0.13,0.41,0.0
减肥的最大障碍，不仅是亲人的投喂，还有他们的“你已经瘦死了”。家人的标准和现实差距有点大！🤣 #减肥困境#,0.09,0.18,0.0,0.13,0.63,0.09
今天做了顿饭给奶奶吃，她说“我崽崽受苦了”，这份满满的爱让我都想哭！😭 #家人温暖#,0.0,0.11,0.59,0.0,0.43,0.0
今天工作的压力让我不自觉地暴饮暴食，减肥的决心在工作压力前似乎全泡汤了！😂 #工作与减肥#,0.07,0.13,0.12,0.08,0.67,0.09
减肥期间的心理建设很重要：戒掉食物的快乐，打消怨气，才能真正坚持下去。💪 #减肥心态#,0.0,0.0,0.49,0.49,0.12,0.0
美颜之后觉得变化不大，其实细节上的每一分变化都值好几万！这种努力，常人可不会知道！💄 #美丽投资#,0.0,0.0,0.59,0.23,0.12,0.19
作为老师，有时候很容易变得有点自以为是。要能hold住全场，才能做到真正的教学！📚 #职业反思#,0.0,0.0,0.35,0.35,0.27,0.0
梦见自己在聚餐，桌上有很多好吃的，但我挑的全是低热量的，这大概是“做梦都不敢想”吧！😂 #减肥梦#,0.0,0.25,0.11,0.11,0.32,0.34
看太多小说后，脑袋也变得有点不正常，未被约束的人，根本不是优美的风景，简直是车祸现场！🚗 #小说影响#,0.47,0.2,0.0,0.0,0.38,0.14
重口味的食物真的会让你胃口大开，一不小心就吃得过多，这可是减肥的天敌！🌶 #减肥日常#,0.15,0.12,0.13,0.32,0.33,0.1
减肥和增胖都有滞后性，进步是难的，退步超容易！所以得保持努力，才能真正看到成果！🥗 #减肥心得#,0.0,0.09,0.63,0.23,0.26,0.0
被小新调侃肚子三层肉，我真的是“肥妖婆”了！😂 #生活自嘲#,0.21,0.0,0.24,0.17,0.29,0.18
一位年纪有点大的女明星告诉我，她二十多年都没吃过一顿饱饭，真是佩服！但也说明生活有时是要做选择的。🍽 #奢侈品的代价#,0.0,0.0,0.63,0.17,0.15,0.13
比起外界的评价，向内求才是最重要的！纠结内耗的能量可能远大于自我提升的能量！💡 #自我成长#,0.0,0.06,0.73,0.24,0.1,0.0
不再寻求父母的肯定，自己能走多远，自己才是最重要的！🌱 #成长#,0.0,0.07,0.92,0.0,0.09,0.0
做饭给奶奶和姑姑们吃，奶奶吃完眼泪掉下来说“我崽崽受苦了”，满满的爱让我不再感到孤单！❤️ #家庭温暖#,0.0,0.12,0.89,0.0,0.18,0.0
现在减肥的心态是感恩自己还能适应计划并且成功瘦下来，心态变得轻松多了！💪 #减肥心态#,0.0,0.0,0.92,0.0,0.11,0.0
每次开车路上看到车祸，我都会深深感恩还能平安到达目的地。人生真是脆弱，珍惜每一天！🚗 #生命感悟#,0.0,0.08,0.84,0.0,0.2,0.0
之前不信冷着头和脚会影响健康，结果发现冷头真的影响减肥，赶紧买了帽子和长袜！🧢 #健康生活#,0.0,0.0,0.69,0.09,0.14,0.18
面对工作中的重活，拒绝是不可能的，还是得表现得很乐意做，不能让自己显得不靠谱！💼 #职场技巧#,0.0,0.07,0.64,0.34,0.11,0.0
人的精力有限，真正重要的事情要专心做，别被无关紧要的事拖慢了脚步！⏳ #高效生活#,0.0,0.0,0.8,0.25,0.0,0.0
过度强调过去为你付出的人，可能会忽视现在为你付出的人，珍惜当下！❤️ #生活哲学#,0.0,0.0,0.54,0.37,0.25,0.0
