posts,angry,fear,happy,neutral,sad,surprise
今天真的是忙得不可开交，早上就开始备课，到了下午才发现自己根本没休息，等下又要继续工作了。生活就是这么有节奏感！ #忙碌的我,0.12,0.0,0.88,0.0,0.15,0.13
每次做完大事，都会觉得好轻松，今天终于完成了一个月的工作任务，居然发现自己能放松下来啦！满足感满满。#小成就,0.0,0.0,0.96,0.0,0.0,0.12
有时候觉得自己真的太能拖延了，已经把事情拖到了最后一刻，然后再疯狂拼命干，才会赶得上。明天一定要早起，做好准备！#拖延症,0.28,0.12,0.28,0.06,0.38,0.0
今天上班真的困，早上开会时差点睡着，真想直接溜出去喝一杯咖啡醒醒神！😭 #困死了,0.42,0.18,0.0,0.0,0.45,0.0
看了个电影，眼泪都快掉下来了。每次看到这种感人的场景，真的感觉自己心软了好几次。#感动的电影,0.09,0.06,0.26,0.07,0.75,0.0
今天和朋友去逛街，一直想着要买个新包包，结果发现自己根本没有闲钱了。哈哈，看来以后只能靠“睁眼买”了！😂 #购物欲,0.0,0.0,0.85,0.0,0.21,0.1
今天终于做了个大决定：放下那些不值得的人和事，给自己一点空间，重新开始。#重新出发,0.0,0.0,0.7,0.09,0.07,0.0
看到网上有人晒自己做的饭，真的是太佩服了，我也想学做菜！不过目前最大的挑战是找一个能下厨的人来教我。😅 #学做饭,0.0,0.09,0.81,0.07,0.0,0.0
最近天气变化大，一会儿热一会儿冷，每次出门都不知道该穿什么。真希望天气能稳定一点，好让我好好决定今天的穿搭！🌞 #天气变化,0.08,0.0,0.64,0.06,0.23,0.06
今天去看了电影《封神第一部》，真的是超赞！剧情精彩，特效也超棒，完全不输好莱坞大片！#封神第一部,0.0,0.0,0.94,0.0,0.0,0.13
看着微博上别人去旅行，心里真的很羡慕。感觉自己都好久没好好休息过了，等假期一定要出去走一走！🌍 #旅行心愿,0.0,0.05,0.96,0.0,0.06,0.0
上班每一天都过得超级快，感觉时间像在飞。总觉得自己还有好多事情没做，明天会更忙！😓 #职场生活,0.1,0.0,0.56,0.0,0.25,0.06
和朋友一起吃了超好吃的火锅，边吃边聊，真的是放松又开心！生活中的小确幸就是这些美好的时光。🍲 #聚会时光,0.0,0.0,0.98,0.0,0.0,0.08
今天决定好好休息一下，和家人一起在家看电影，没想到这样简单的时光竟然特别温馨。#家人时光,0.0,0.0,0.81,0.0,0.08,0.28
每次去健身房，都会觉得自己做得不够好，可是看到其他人也在努力，就觉得自己也有动力了！明天一定要去继续加油！💪 #健身,0.0,0.0,1.0,0.0,0.0,0.0
看了个剧，女主角真是美得不行！她的演技加上那张脸，简直完美！每次看到她的剧集都好期待。🌟 #追剧,0.0,0.0,0.9,0.0,0.0,0.08
每天都在忙碌中度过，有时候觉得自己需要静下来，做点让自己放松的事情，比如读本书或者画画。📖 #放松时光,0.0,0.0,0.57,0.28,0.14,0.06
最近总觉得自己有点迷茫，觉得做的每一件事好像都没有得到想要的回报。可是坚持下去才会有结果，不是吗？#人生感悟,0.0,0.08,0.38,0.16,0.48,0.0
今天和爸妈一起去超市，买了好多好吃的，爸妈开心的样子让我也特别开心！家庭真的是最温暖的港湾。🍽️ #家庭日,0.0,0.0,1.0,0.0,0.0,0.0
最近心情不太好，一方面工作有点压力，另一方面也觉得自己和朋友们渐渐有些疏远。希望一切都能变好。#心情起伏,0.11,0.06,0.26,0.12,0.54,0.0
生活中很多小事，真的让我感到幸福。今天去买菜，看到一对老夫妇在挑选蔬菜，突然感到自己的生活也可以过得很平静。🥗 #平凡幸福,0.0,0.0,1.0,0.0,0.0,0.0
看见很多人都在为自己的目标努力，我也应该继续坚持自己的梦想，不放弃，哪怕很困难。#努力前行,0.0,0.09,0.94,0.0,0.0,0.0
今天心情不好，决定好好对自己好一点，给自己做个小甜点，虽然不完美，但至少让自己开心了！🍰 #做个小甜点,0.0,0.0,0.97,0.0,0.05,0.0
早上醒来，发现自己昨晚做的梦真的是一场奇幻之旅！虽然醒来有些模糊，但感觉梦里的自己活得更自在。🌙 #奇幻梦境,0.0,0.0,0.8,0.05,0.0,0.21
最近在看一部剧，每一集都很精彩，完全停不下来！感觉自己又变成了追剧狂人。📺 #追剧生活,0.0,0.0,0.91,0.0,0.0,0.06
看着朋友圈里大家的旅行照，真是羡慕！自己也想去看看这个美丽的世界，等假期吧，必须出去玩一玩！🌏 #旅行心愿,0.0,0.0,0.94,0.0,0.0,0.0
好久没出去和朋友们聚会了，今天终于大家都聚在一起，聊聊天、吃吃饭，真是太开心了！#聚会时光,0.0,0.0,1.0,0.0,0.0,0.05
今天终于做了久违的运动，感觉身体好轻松！下次一定要多运动，保持健康！#运动习惯,0.0,0.0,0.99,0.0,0.0,0.0
看见同事做的美甲，真的是超级喜欢，自己也想试试，但还是决定先学会做饭再说。💅 #美甲控,0.0,0.0,0.92,0.0,0.07,0.1
最近工作上的压力大，每天都感觉很累，但每次看到家人和朋友的笑脸，又觉得一切都值得。😊 #工作与生活,0.0,0.0,0.86,0.0,0.1,0.0
今天去逛了一下街，买了几件新衣服，看到自己穿上新衣服的样子，好像变得更自信了。👗 #穿搭时光,0.06,0.0,0.86,0.07,0.12,0.0
最近喜欢自己做饭，每次做完一顿美食，看着自己吃得开心，心里觉得很满足。🍴 #自制美食,0.0,0.0,0.89,0.06,0.09,0.0
最近被朋友们的努力和成就所鼓舞，自己也要加油，不能落后！#追赶梦想,0.0,0.06,1.0,0.0,0.0,0.0
今天有点累，决定给自己放个小假，躺在床上看了一部电影，真的太治愈了！🍿 #放松时光,0.0,0.0,0.96,0.0,0.0,0.05
上班这几天感觉好快，每天忙忙碌碌的，晚上才能放松一下，感觉自己越来越适应这种节奏了。📅 #工作状态,0.0,0.0,0.74,0.06,0.0,0.05
和朋友们聊到一些深刻的事情，感觉自己突然变得很有哲理，哈哈！#人生感悟,0.1,0.0,0.93,0.05,0.06,0.0
最近真的是越来越懒了，打算重新振作，做点有意义的事情，不然自己会无聊死。💡 #自我激励,0.11,0.0,0.43,0.11,0.47,0.0
听说最近有个超火的电视剧，决定去追一追，看看大家都在谈论什么。📺 #追剧时间,0.0,0.0,0.42,0.31,0.05,0.19
今天被家人夸了一句，心里暖暖的。生活中的这些小小的肯定，真的是无价的。❤️ #家人支持,0.0,0.0,1.0,0.0,0.0,0.0
昨天遇到了一件让人特别感动的事，真的觉得人与人之间的善意是无价的。#感恩生活,0.0,0.0,1.0,0.0,0.0,0.0
一直觉得自己没有时间做自己的兴趣爱好，可是最近终于开始抽时间画画了，感觉好棒！🎨 #发现兴趣,0.0,0.0,1.0,0.0,0.0,0.0
最近有些小烦恼，但想想其实也没什么大不了的，生活就是这样，快乐就好！#积极心态,0.05,0.0,0.98,0.0,0.0,0.0
今天在家做了个小清单，计划接下来的日子要好好充实自己，不能再浪费时间了！📋 #时间管理,0.0,0.0,0.82,0.09,0.08,0.0
又一个周末过去了，虽然有点忙碌，但和朋友们的相聚总是让人觉得非常开心。#周末时光,0.0,0.0,1.0,0.0,0.0,0.0
今天去了超好玩的地方，感觉自己有点像个孩子，玩得不亦乐乎！#放飞自我,0.0,0.0,0.93,0.0,0.0,0.0
看着镜子里的自己，突然觉得这段时间自己成长了很多，虽然还是有很多不足，但至少在努力变得更好。#成长,0.0,0.06,0.92,0.0,0.0,0.0
终于完成了今天的工作，真的是太累了，休息一下，明天继续加油！#努力工作,0.0,0.0,1.0,0.0,0.0,0.0
最近总是感觉有点迷茫，但想到自己有梦想就好了，继续向前走，生活会越来越好的！#人生目标,0.0,0.06,0.94,0.0,0.0,0.0
看着朋友们的旅行照片，真是又羡慕又想去！等假期的时候，我一定要放松自己！#旅行计划,0.0,0.0,0.85,0.0,0.0,0.0
最近被小事所困扰，但决定不再让这些小事影响自己的心情，生活总是充满挑战的！#积极心态,0.0,0.06,0.89,0.05,0.0,0.0
