posts,angry,fear,happy,neutral,sad,surprise
终于见到偶像了！今天真的是好开心，现场的气氛好热烈，大家都在一起呐喊，为喜欢的人加油，感觉自己也是那个星光闪耀的场景中的一部分！#追星日常,0.0,0.0,1.0,0.0,0.0,0.0
刚刚和朋友一起玩了微博的春晚盲盒，抽到了超酷的礼物！太开心了，期待春晚的精彩表现，大家都来一起庆祝这个传统的节日吧！#春晚大赏,0.09,0.0,0.94,0.0,0.0,0.0
今天终于搞定了工作中最难的一件事，真的是觉得自己超有成就感！要继续加油，争取做得更好！给自己加油💪#职场小确幸,0.0,0.0,1.0,0.0,0.0,0.0
大家快来看！我刚刚报名了微博之夜的票！有机会和喜欢的偶像近距离接触，真是兴奋到不行！快来一起参与，感受明星的魅力吧！#微博之夜,0.0,0.0,0.81,0.07,0.0,0.06
看到大家纷纷在微博之夜推荐自己喜爱的明星和节目，我也赶紧来分享一下！真心喜欢[名字]，希望TA能成为微博King！大家一起来支持TA吧！#微博之夜推荐,0.0,0.0,0.83,0.13,0.0,0.0
看着手中的小礼物，真是觉得这一年做得不容易。每一次努力都值得被庆祝。今天算是给自己的一次小奖励！明天继续加油！#给自己加油,0.0,0.0,1.0,0.0,0.0,0.0
最近每天都忙得不可开交，连休息的时间都没有。明天一定要早点收拾好工作，给自己一天好好休息的时间！#忙碌生活,0.2,0.0,0.33,0.12,0.41,0.0
今天心情超好！终于能够放下所有的烦恼，和朋友们一起吃吃喝喝，聊聊心事，真的觉得生活需要这种简单的快乐。#朋友时光,0.05,0.0,1.0,0.0,0.0,0.0
每次看到自己喜欢的综艺节目有新一季，真的是又期待又兴奋！这次的《种地吧》一定会带给我们更多的笑声和感动，一起期待！#综艺推荐,0.0,0.0,0.85,0.0,0.0,0.0
哇，今天终于完成了自己的健身目标，虽然过程很辛苦，但回头看，觉得一切都值了！继续保持，坚持就是胜利！#健身进步,0.0,0.0,1.0,0.0,0.0,0.0
今天收到了一条朋友的消息，说她考上了自己喜欢的学校，真的为她开心到不行！每一个努力的结果都值得被庆祝。#朋友成就,0.0,0.0,0.99,0.0,0.0,0.0
今天给自己准备了一顿超级丰盛的午餐，看到满桌的美食，心情瞬间变好了！生活中的小幸福，真的能让一整天变得更有动力！#美食时光,0.07,0.0,1.0,0.0,0.0,0.0
明天就要和家人一起去旅行了，虽然有点小紧张，但也充满了期待！希望这次旅程可以给我们带来更多的欢笑和美好回忆！#家庭旅行,0.07,0.0,0.92,0.11,0.0,0.0
每次看到朋友们分享他们的旅行经历，心里总是很羡慕。希望能早一点有时间去探索更多的地方，体验不一样的风景和文化！#旅行梦想,0.0,0.06,0.82,0.0,0.0,0.0
最近忙碌的工作让我有些疲惫，但看到家人的笑容和朋友的关心，所有的辛苦都变得值得。家人和朋友真的是最好的支持者！#感恩,0.0,0.0,1.0,0.0,0.0,0.0
经过几个月的努力，我终于学会了自己做饭！今天做了炒饭，虽然有点咸，但自己动手做的味道真的不一样。期待做更多好吃的！#做饭小白,0.0,0.0,1.0,0.0,0.07,0.0
最近看了一部超感人的电影，看完后真的是大哭一场。原来一部好电影能给人带来如此深刻的情感冲击，推荐大家也去看看！#电影推荐,0.0,0.0,0.59,0.2,0.18,0.11
今天去看了一场演唱会，偶像的歌声真的好有力量，现场的氛围也超热烈。每一次追星的经历都让我更加充满热情和动力！#追星经历,0.0,0.0,1.0,0.0,0.0,0.0
最近为了健身，我每天都早起跑步，虽然很累，但每次跑完后都觉得自己越来越强大。坚持就是胜利！#晨跑打卡,0.0,0.05,1.0,0.0,0.0,0.0
