posts,angry,fear,happy,neutral,sad,surprise
今天放学后陪麦兜去超市买了一些新鲜蔬菜，顺便给他挑了几本喜欢的书。生活中，总是觉得自己能为家人做些小事，心里特别温暖。晚餐是麦爸做的排骨汤，简单又温馨。,0.08,0.0,1.0,0.07,0.0,0.0
最近学习做一些新的菜式，今天做了番茄炒蛋和蒜香排骨，虽然不完美，但每一次进步都让我很开心。生活的美好就是这样，点点滴滴的积累。,0.09,0.0,1.0,0.0,0.0,0.0
每次做饭前都喜欢先清理一下厨房，整理整齐的厨房让我心情愉悦。今天做了炒米饭，麦兜和麦爸都说好吃，心里一下子觉得特别满足。,0.0,0.0,0.97,0.07,0.0,0.0
今天阳光明媚，心情特别好。和麦爸一起去市场买菜，顺便准备了晚餐。做了一锅香喷喷的炖牛腩，汤浓味美，麦兜也很喜欢，觉得这一切都是生活的温暖。,0.05,0.0,1.0,0.0,0.0,0.0
午后的时光总是特别宁静，读一本书，泡一杯茶，或者听一会儿音乐。虽然每天都很忙，但偶尔抽出时间为自己做一些小事，感觉整个人都放松了不少。,0.0,0.0,0.86,0.17,0.0,0.0
今天和麦爸一起包了素三鲜水饺，虽然包的不好看，但吃起来特别香。家常的味道，总是能带给我莫大的幸福感。,0.0,0.0,1.0,0.0,0.0,0.0
晚上做了一个小手工，虽然花了点时间，但看到完成的作品，心里特别有成就感。其实，生活中的很多事情，做完后都会让人觉得很满足。,0.0,0.0,1.0,0.0,0.0,0.0
今天下班后陪麦兜去散步，晚风很轻柔，街边的花朵开得正艳。生活中的小确幸，就是这样悄然无声地渗透到我们的每一天。,0.05,0.0,0.99,0.08,0.0,0.0
今天突然想做些健康的餐点，尝试了蒸胡椒鸡翅和炒时蔬。虽然简单，但味道却让我感到很舒服，做饭的过程也让我感受到家的温暖。,0.0,0.0,1.0,0.07,0.0,0.0
今天和麦兜一起整理了书架，把每一本书都放在了自己喜欢的位置。虽然有点忙，但看到整齐的书架，心里有种莫名的愉快。,0.05,0.0,1.0,0.0,0.0,0.0
麦兜最近喜欢吃水果，我就每天给他切一些新鲜的水果，偶尔加上一点酸奶。每次看到他吃得开心，我也会觉得很满足。,0.0,0.0,0.97,0.09,0.09,0.0
下班后，和麦爸一起做了西红柿炒蛋，还有一碗清汤，简单但很温馨。生活的美好就是这些平凡的小瞬间，细水长流的幸福。,0.0,0.0,1.0,0.0,0.0,0.0
每天早晨都喜欢提前起床，给家里人准备早餐。今天做了煎饼果子，麦兜最喜欢吃这个。能为家人做点事，心里总是特别温暖。,0.07,0.0,1.0,0.0,0.0,0.0
晚餐时，麦爸做了香煎鲈鱼，味道好极了。吃着他做的菜，感觉家里的每一顿饭都很有温度，生活变得越来越有滋有味。,0.07,0.0,1.0,0.09,0.0,0.0
今天早上去买了新鲜的蔬菜，顺便给麦兜买了他喜欢的牛奶。回家后做了个蔬菜汤，简单又美味，家人的笑容是我最好的奖励。,0.0,0.0,1.0,0.0,0.06,0.0
今天做了黄豆炖猪蹄，虽然炖得时间有点长，但味道却特别好。麦爸说我做饭越来越有心了，其实，能做些简单的事情让家人开心，就是最好的成就感。,0.06,0.0,1.0,0.0,0.0,0.0
