posts,angry,fear,happy,neutral,sad,surprise
本来打算早点休息的，但文档没存自动关机了。想起来今天才周二，一整周还没开始，顿感绝望感提升80%。,0.09,0.17,0.0,0.0,0.7,0.17
明明只是上楼收个快递，结果站在门口开始反复确认门锁没锁好几遍。安全感这种事，ISTJ表示：宁可多锁。,0.22,0.0,0.0,0.27,0.28,0.14
最近工作流顺了点，流程通了，心情也平静多了。有秩序的生活，就是最好的心理按摩。,0.0,0.0,0.9,0.16,0.0,0.0
又有新软件上线了，一边吐槽一边认真看完帮助文档的我，是不是该给自己发个小红花。,0.17,0.0,0.74,0.05,0.16,0.05
刚把整个数据表重新做了一遍，虽然是因为格式不统一，但结果出奇地舒适。整齐才是快乐源泉。,0.0,0.0,0.96,0.0,0.0,0.0
朋友推荐个“轻松搞定计划”的app，点进去一看，花里胡哨我直接卸载。计划不该是安静严肃的吗。,0.23,0.0,0.23,0.3,0.12,0.25
这剧本有漏洞我能忍，这逻辑塌了我真忍不了。拜托编剧至少做个流程图再写好吗。,1.0,0.0,0.0,0.0,0.17,0.0
本来周末想清空邮箱，结果打开一看未读257条。我选择关上电脑，这次是理智战胜责任感。,0.06,0.0,0.49,0.18,0.2,0.13
想起初中老师说的“干一行爱一行”，现在干一行吐槽一行但还在干，是不是算半个实现理想。,0.1,0.0,0.29,0.2,0.34,0.07
群里朋友约饭，我思考了行程路线、时间成本和回家交通，最后选了不去。ISTJ的社交逻辑。,0.15,0.0,0.0,0.43,0.21,0.14
打了疫苗后观察30分钟，我盯着秒针看了28分钟。最后两分钟拿来想明天吃什么。,0.0,0.0,0.09,0.46,0.2,0.15
捐了笔小款给抗震救灾项目。程序清楚、流程透明，才是让人安心出手的必要条件。,0.0,0.06,0.34,0.58,0.0,0.0
今天阳光很好，适合扫地、洗衣、做计划。顺序不能乱，不然整个节奏都会不对。,0.0,0.0,0.76,0.27,0.09,0.0
新来的实习生问我为什么总带笔记本。我说怕自己不记得流程…其实是怕别人不记得。,0.0,0.25,0.0,0.28,0.24,0.15
想换牙刷，查了3家店、7种型号，配色材质兼顾，最后买了和现在一模一样的款。,0.0,0.0,0.08,0.42,0.48,0.16
没有提前写好的待办事项，我根本无法开工。临时的决定通常只有临时的混乱。,0.22,0.07,0.0,0.41,0.34,0.0
最近老梦到自己在考场写不完题。现实工作里明明没有考试，结果还是被自己逼到梦里。,0.14,0.07,0.0,0.08,0.61,0.11
忍无可忍去理发，跟理发师交流前我打好草稿，步骤、长度、风格，全写在备忘录里。,0.43,0.0,0.0,0.23,0.18,0.11
测了体脂后数据没变化，但坚持运动计划这件事本身，就值得给自己打90分。,0.0,0.0,0.77,0.21,0.11,0.0
连续三天都准点起床。一个人最顶级的自律，不是早起，而是每天都能控制变量。,0.0,0.0,0.64,0.3,0.0,0.0
最近单位说要弹性工时，我第一个问题就是“那考勤怎么算？”不是不自由，是想知道规则。,0.34,0.0,0.0,0.39,0.07,0.18
小区新安了门禁系统，操作逻辑非常清晰，一看就是有设计思维的人做的。,0.05,0.0,0.34,0.52,0.0,0.16
装了个新日历app，界面清爽、功能单一、可以标颜色，完美。,0.0,0.0,0.79,0.22,0.0,0.0
今日观察：楼上风扇音量增大20%，持续时间超过8小时，是否考虑用噪音监测工具上报？,0.09,0.0,0.0,0.81,0.0,0.08
看剧时开弹幕，发现弹幕比剧情还混乱。果断关掉，剧情已够我整理逻辑了，不需要二次干扰。,0.19,0.0,0.33,0.28,0.16,0.12
买了个机械键盘，打字有节奏感后，写代码都顺多了。仪式感其实也是效率提升器。,0.0,0.0,0.72,0.31,0.0,0.0
室友说我连出门路线都画图。我说不是我神经，是我不想在路上出bug。,0.4,0.0,0.0,0.18,0.21,0.16
公司新开培训，资料发了一堆。我边吐槽边整理目录，其实已经偷偷标完重点。,0.19,0.0,0.0,0.37,0.27,0.14
很多人说我是“完美主义”，其实只是“不愿意返工主义”。,0.11,0.0,0.05,0.48,0.19,0.09
每年都在这个时候开始列年中总结。不是因为特别感性，而是因为上半年要归档了。,0.0,0.0,0.44,0.39,0.16,0.0
朋友问我怎么坚持健身，我说：不是坚持，是排进计划的事不会取消。,0.0,0.0,0.2,0.45,0.2,0.18
买了个看起来“极简”的背包，实际内里有14个分区。我内心：灵魂懂我。,0.0,0.0,0.54,0.3,0.16,0.1
看完一本讲组织管理的书，感想：好内容不是语不惊人死不休，而是结构清晰条理明白。,0.0,0.0,0.58,0.37,0.0,0.0
某综艺看了一集弃了。观感如excel表乱套，无流程无结构，看得心跳都乱。,0.38,0.1,0.0,0.07,0.55,0.0
买东西前会建一个excel表格比价。不为省钱，为让自己更有安全感。,0.0,0.0,0.54,0.44,0.0,0.0
计划之外的聚会让我焦虑，除非我能提前一小时准备。,0.11,0.14,0.0,0.29,0.52,0.07
组内轮流点外卖，我主动把菜单按口味分类好并发了投票链接。被说“太认真”，但点得快不是很好吗。,0.16,0.0,0.58,0.25,0.05,0.13
一天完成4个项目后，我做了个PPT总结并自我评分。不夸张，这种闭环感才是真的爽。,0.0,0.0,0.86,0.09,0.0,0.09
睡前复盘今天，有条有理的那部分让我安心，意外和突发则让我失眠。,0.0,0.0,0.56,0.25,0.28,0.0
每次别人说“你太事儿了”，我都当成是“你挺靠谱的”的另一种表达。,0.15,0.0,0.48,0.28,0.07,0.0
办公桌收拾整齐后，感觉脑袋都清了。混乱是创造力的土壤，不适合我。,0.15,0.0,0.12,0.25,0.51,0.0
看了一场公开课，内容杂乱但我用思维导图整理后竟然觉得还不错。信息秩序，是对智力的尊重。,0.0,0.0,0.58,0.23,0.0,0.2
某同事总说“临时调整”，我笑笑：是你觉得“临时”好玩，还是觉得“计划”没用？,0.17,0.0,0.16,0.29,0.21,0.23
明明周末不加班，但提前把下周文件按顺序打包好，不然休息都不安稳。,0.25,0.0,0.15,0.22,0.41,0.06
睡觉前必须把衣服摊好、水杯放边上、手机调飞行…仪式越周全，睡眠越高效。,0.0,0.0,0.28,0.75,0.0,0.0
周一第一件事是把上周总结翻一遍，项目没出问题，才敢泡咖啡。,0.0,0.0,0.44,0.38,0.07,0.0
