posts,angry,fear,happy,neutral,sad,surprise
每次想到以前为了追星花的钱，真的觉得自己真是个傻子。现在想通了，还是要先把生活安稳了，再去享受爱好。 #理性思考,0.09,0.0,0.28,0.21,0.43,0.0
最近一直在整理自己的个人财务，觉得每个月能存下点钱，还是挺有成就感的。 #存钱计划,0.0,0.0,0.8,0.1,0.11,0.0
就是讨厌那种做事不讲效率的，办事拖拖拉拉的，真的让人很烦。事情能快点做完不就好了吗？ #效率至上,1.0,0.0,0.0,0.0,0.0,0.0
有些人真的是浪费时间，明明可以早点做完的事，非得拖到最后一刻，结果什么都没做完。 #时间管理,0.7,0.0,0.0,0.17,0.25,0.0
今天又整理了些不需要的东西，感觉每清理一次家里就更舒服。 #整理收纳,0.0,0.0,0.76,0.17,0.12,0.0
每年都给自己定一个小目标，今年目标是早睡早起，减少熬夜，生活质量提升了不少。 #生活习惯,0.0,0.0,0.69,0.27,0.0,0.0
其实真的没什么能比平凡的生活更重要了，做事踏实稳重，尽量避免一切风险，这样才安心。 #平稳生活,0.0,0.0,0.83,0.19,0.0,0.0
对于最近的工作任务，还是能做好按部就班的安排，这样才不容易出错。 #工作效率,0.0,0.0,0.43,0.57,0.0,0.0
每天都提醒自己，耐心是成功的关键，不急功近利，稳扎稳打才是最可靠的路径。 #耐心,0.0,0.0,0.73,0.33,0.0,0.0
上班的压力大，但只要做好自己的本分，心里就能安稳一些。 #职场心态,0.0,0.0,0.54,0.43,0.09,0.0
喜欢看计划清晰的事情，能看出一步步努力的成果，所有细节都做到位，才觉得满足。 #追求完美,0.0,0.0,0.9,0.05,0.0,0.0
有时候看别人忙得焦头烂额，我就觉得自己稳住了就行，做好自己份内的事就够了。 #简单的快乐,0.07,0.0,0.95,0.0,0.0,0.0
做事就是要一步步来，着急什么都做不好。今天整理完文件，感觉整个人都轻松了不少。 #井井有条,0.06,0.0,0.89,0.0,0.0,0.0
有时觉得不必要的情绪浪费真是没必要，遇到事情冷静下来，思考后再行动更靠谱。 #冷静思考,0.09,0.0,0.54,0.23,0.21,0.0
觉得自己在生活中最大的优势就是有条理，做事一步一个脚印，难免不顺也能克服。 #踏实生活,0.0,0.0,0.86,0.15,0.0,0.0
生活中的小确幸真的很重要，一杯热茶，一本好书，都能让心情变得平和。 #简单生活,0.0,0.0,0.85,0.16,0.0,0.0
每天都努力早点下班，做好本职工作，把剩下的时间留给自己。 #工作与生活平衡,0.07,0.0,0.6,0.35,0.0,0.0
最近花了点时间整理家里的杂物，扔掉那些没用的东西，生活真的清爽了很多。 #简化生活,0.0,0.0,0.79,0.19,0.07,0.0
工作再忙，生活的节奏都要慢下来，有时候给自己点独处的空间，才能更好地前进。 #独立空间,0.0,0.0,0.53,0.35,0.15,0.0
不理解那些总是喜欢纠结小事的人，做事有目标有方向才是最重要的。 #目标明确,0.0,0.0,0.54,0.35,0.0,0.0
每天都按时吃饭、睡觉，虽然有点乏味，但这些小习惯让我过得很安稳。 #健康生活,0.0,0.0,0.89,0.12,0.0,0.0
工作不一定要很出彩，但要稳定，每个细节做好，客户自然会放心。 #稳步前行,0.0,0.0,0.7,0.34,0.0,0.0
今天在公司整理了下档案，顺便整理了几个未完成的工作，心里特别有成就感。 #任务完成,0.0,0.0,0.93,0.0,0.0,0.0
最近努力把自己的时间安排得更紧凑了，不再拖拖拉拉，效率提升了不少。 #时间管理,0.05,0.0,0.73,0.19,0.06,0.0
其实每天工作很单调，但我相信只有通过不断积累，才能收获最终的成果。 #积累的力量,0.0,0.0,0.9,0.11,0.0,0.0
一个人做事要有责任心，知道自己该做什么，什么时候做，做得怎么样。 #责任心,0.0,0.05,0.59,0.43,0.0,0.0
有时候觉得自己其实就是那种“慢工出细活”的人，慢慢做，结果一定会很扎实。 #细致入微,0.0,0.0,0.76,0.23,0.0,0.0
幸好有条理，整理文件时从不乱，虽然做得慢，但至少能找到自己需要的东西。 #整理达人,0.0,0.0,0.82,0.13,0.0,0.0
