posts,angry,fear,happy,neutral,sad,surprise
终于明白为什么论文总是拖到最后一刻。因为所有的思路都像是散落在海面上的浮木，只有在最逼迫的时刻才能捞到一点有用的。很矛盾，但也很真实。,0.0,0.0,0.36,0.13,0.44,0.0
为什么人总是喜欢在不做事的时候焦虑呢？感觉脑袋里的空白比实际的压力更让人慌张。,0.29,0.2,0.0,0.0,0.4,0.17
偶尔会想，既然世界这么大，为什么每次都觉得自己这么小？反正都小，那就自娱自乐好了。,0.22,0.0,0.09,0.14,0.45,0.2
突然意识到，做事并不是真的想做，而是怕无所事事带来的空虚。人类的生存本能真的很强大。,0.0,0.11,0.54,0.09,0.19,0.0
最近总是很忙，但忙得不明所以。是不是每个人的焦虑都是自己给自己加上的？,0.12,0.05,0.0,0.1,0.6,0.18
上课听着老师讲解原理，总是觉得比做实际问题要有趣多了。生活就该像一个大脑实验。,0.0,0.0,0.87,0.14,0.0,0.0
我想做个时间管理大师，但每次看见列表上的任务就开始犯困。任务清单的魅力大概在于它永远不会完成。,0.08,0.09,0.0,0.41,0.54,0.07
看到别人计划得井井有条，心里开始自卑。然后发现自己根本就不擅长计划，喜欢即兴发挥，可能这就是我活得舒服的方式吧。,0.11,0.0,0.33,0.18,0.47,0.1
明明有好多事情要做，却总是放空自己，幻想一下虚拟世界里完美的自己，可能这样能让我保持理智。,0.07,0.0,0.53,0.08,0.38,0.0
每当有人问我未来的计划时，我总会想：这事我现在没有答案，可能永远都不会有。,0.0,0.0,0.0,0.26,0.66,0.11
最近发现自己喜欢做的事总是跟别人不一样，别人看着我像个异类，但我觉得自己只是在做自己喜欢的事而已。,0.0,0.0,0.25,0.24,0.43,0.17
看了无数个视频教程，结果发现自己其实很少有耐心去真正执行。问题不在技能，而在意志力。,0.0,0.0,0.0,0.43,0.41,0.13
今天终于把论文写完了，真是一种如释重负的感觉。可是，接下来的期末考试让我有点想逃跑。,0.12,0.08,0.15,0.0,0.74,0.0
虽然感冒了，但脑袋清醒得有点过头，想的事情比平时更多，感觉自己像个没有头脑的思想家。,0.07,0.1,0.08,0.29,0.59,0.0
发现自己对事物的关注点总是和别人不同，可能我只是对未知感兴趣，而别人喜欢稳定的答案。,0.0,0.0,0.36,0.46,0.24,0.11
看了个电视剧，竟然想开始分析角色的心理动机，最后发现自己看的是一部悬疑片。,0.0,0.05,0.0,0.11,0.13,0.74
你说，人与人之间的差异是不是只是思维方式的不同呢？可能每个人都是自己理解世界的独特存在吧。,0.0,0.0,0.12,0.59,0.06,0.26
经常觉得自己脑袋很乱，似乎什么都想得特别复杂，但往往就是这一点复杂让我理解世界的方式不一样。,0.1,0.05,0.0,0.24,0.63,0.13
每天都会听很多种声音，很多种意见，但最后还是自己做主。毕竟，只有自己知道自己真正的想法。,0.0,0.0,0.55,0.29,0.12,0.0
