posts,angry,fear,happy,neutral,sad,surprise
最近发现自己的注意力很容易被零散的信息吸引。比如说，一本书的封面，或者一个有趣的句子。理性告诉我，“这不重要”，但心里却忍不住“这值得思考”。果然，大脑的“散漫”才是创造力的源泉。,0.0,0.0,0.59,0.22,0.09,0.12
人们常说“有目标的人才不会迷茫”。但我偏偏觉得，目标的意义不是固定的，而是在追寻过程中找到的。目标可能是盯着终点，但思考却是沿途的风景。,0.0,0.0,0.25,0.37,0.37,0.07
前几天重温《量子物理与现实世界》。真是让人感觉自己在与宇宙进行对话，虽然理解了一点点，但也正是这点点“理解”，让我对整个世界充满了敬畏。,0.0,0.0,0.9,0.06,0.0,0.0
记得上次有人说，“这个世界越来越快”，我想了想，果然，人类的进步常常是以加速为代价的。但加速了，真的是“前进”吗？反而开始怀疑自己是不是被困在快节奏的迷雾里。,0.0,0.19,0.0,0.08,0.4,0.3
最近开始思考，“生活的意义”到底是什么？每天重复的工作，累了就休息，没事就消遣。然后我得出一个结论：意义其实就是这些无意义的事汇聚起来后，形成的某种感觉。,0.07,0.0,0.06,0.54,0.18,0.18
“人际关系是复杂的。”—这是我最近总结出的结论。因为每次看到别人互动，我都在猜测背后隐藏的动机和逻辑。很显然，我的分析过于深入，以至于变得有点无聊。,0.07,0.09,0.0,0.49,0.36,0.0
时不时就对自己说：“试着走出舒适区。”但每次想象自己走出去的样子，我就觉得很不舒服，可能我根本就不想走出舒适区吧。也许，不同的人对于“舒适”有不同的定义。,0.0,0.0,0.0,0.35,0.51,0.06
有人说“不要轻易接受别人给的标签”。可是，当我回头看自己，发现自己无数次给自己贴上“懒散”和“高冷”的标签。也许，标签并没有那么可怕，反而让自我更清晰。,0.0,0.19,0.26,0.18,0.3,0.12
我总是觉得，和人讨论问题时，很多人都看不懂我的思路。是我的表达不够清晰，还是别人不够理解？一个小小的哲学问题，却让我陷入无尽的反思。,0.0,0.06,0.0,0.24,0.56,0.18
一个人思考世界，另一个人思考自己。可是，我们最终会发现，这两者之间并没有真正的界限。你思考的每一件事，都会在某个时刻回归到你自己。,0.0,0.0,0.28,0.48,0.25,0.07
