posts,angry,fear,happy,neutral,sad,surprise
今天去了健身房，器械真是让我大开眼界，明明花了不少钱，但看到有些人动作乱七八糟，感觉钱还是花在了“形式”上，而非“内容”上，私教的作用，应该是让练习变得更有意义吧。,0.0,0.0,0.62,0.26,0.0,0.24
疫情后的生活，感觉像是进入了一个半梦半醒的状态。原本的规律被打乱，所见所闻也变得陌生，偶尔的清醒和快乐，只是梦中的片刻光亮。,0.08,0.09,0.25,0.27,0.38,0.09
不知道是不是总在思考未来的缘故，昨晚突然有种“没有明天”的错觉。也许人生真的就像一个阶段性的梦，醒来后总会感觉一切都已经过了。,0.0,0.06,0.07,0.14,0.68,0.1
发现自己已经越来越喜欢哑铃蹲了。尤其是在超级组里混合心肺和力量训练，感觉有点像是在挑战自己的极限。身心的磨练，似乎是每天必须的任务。,0.0,0.0,0.78,0.16,0.05,0.0
再次回顾《军师联盟》时，总觉得那些权谋之中最深刻的并非算计，而是那些未曾言说的心思。尤其是问斩前的那句“你准备好了吗”，总是让我思考：准备到底是为了什么？,0.0,0.0,0.3,0.31,0.3,0.0
最近好像不太想看话剧了。演员们的表演虽好，但有时剧情中的模糊不清让我感觉一切都充满了疑问。也许，问题不在作品，而在于自己对复杂情节的反应吧。,0.0,0.0,0.08,0.38,0.44,0.15
今天在灰盒讲座上坐了一会，发现很多商家和品牌在经历洗牌的过程中，似乎只是改变了包装而已。说到冻干咖啡，还是那一款好喝，别的真的无法比拟。,0.0,0.0,0.59,0.25,0.07,0.12
澳门总是给我这种微妙的感觉：每次来都觉得没什么好玩的，但又每次都会不自觉地溜达过去，似乎每一刻都有些新发现，只是时间总是匆匆流逝。,0.0,0.0,0.7,0.08,0.27,0.0
重新站在大三巴的围栏前，突然觉得那些曾经的静谧与怀念似乎已经消散。每次重返旧地，总会意识到，自己与这片记忆的关系，早已悄然变化。,0.06,0.0,0.06,0.27,0.77,0.0
每次去面馆，总能看到那些做事特别利索的厨师，细腻的手法仿佛在说：“这就是经验的力量”。不过，吃饭时偶尔发现一些奇怪的小细节，也总能引发我的一些思考。,0.0,0.0,0.68,0.25,0.0,0.13
